,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1901,18.8,80.9,7.2,28.7,68.7,77.7,113.0,133.7,125.3,173.4,164.8,1.5,993.8,99.7,104.6,449.7,339.8
1,assam,1901,27.1,19.5,30.6,223.0,207.0,524.9,430.6,464.1,291.4,163.7,115.6,1.2,2498.6,46.6,460.5,1710.9,280.5
2,west bengal,1901,51.8,19.6,11.9,1.1,65.6,66.3,245.9,319.4,155.1,8.3,7.3,0.1,952.3,71.4,78.6,786.7,15.6
3,chhattisgarh,1901,48.9,116.5,27.8,5.5,18.4,101.6,381.0,476.7,182.8,27.3,0.4,0.0,1387.0,165.4,51.7,1142.2,27.7
4,delhi,1901,35.4,28.9,11.1,0.0,5.1,13.2,126.4,151.5,10.5,2.0,0.0,6.1,390.1,64.3,16.2,301.6,8.1
5,goa,1901,5.6,0.1,0.4,35.7,19.9,746.1,1075.5,748.0,117.4,38.6,5.4,0.1,2792.9,5.7,56.0,2687.0,44.1
6,gujarat,1901,4.2,0.0,0.6,1.6,7.0,60.3,240.2,205.4,18.1,16.6,0.0,0.3,554.3,4.2,9.2,524.0,17.0
7,haryana,1901,35.4,28.9,11.1,0.0,5.1,13.2,126.4,151.5,10.5,2.0,0.0,6.1,390.1,64.3,16.2,301.6,8.1
8,himachal pradesh,1901,137.8,174.5,75.0,19.2,89.6,32.7,280.5,459.7,53.0,3.9,0.0,19.1,1345.1,312.3,183.8,825.9,23.0
9,jammu & kashmir,1901,66.4,69.3,69.6,132.2,105.8,53.4,171.7,181.3,101.8,24.1,0.0,4.4,979.9,135.6,307.6,508.2,28.5
10,jharkhand,1901,92.7,66.6,11.1,18.4,33.5,70.9,269.4,415.1,248.0,37.3,11.5,0.0,1274.5,159.3,63.0,1003.4,48.8
11,karnataka,1901,3.4,17.07,6.93,50.77,85.57,395.8,451.03,276.9,125.87,123.53,63.67,10.33,1610.97,20.5,143.3,1249.67,197.57
12,kerala,1901,28.7,44.7,51.6,160.0,174.7,824.6,743.0,357.5,197.7,266.9,350.8,48.4,3248.6,73.4,386.2,2122.8,666.1
13,madhya pradesh,1901,37.15,21.95,10.75,6.75,4.15,51.1,298.2,469.55,118.9,5.75,0.0,1.2,1025.45,59.05,21.7,937.8,6.9
14,maharashtra,1901,18.8,0.6,7.7,36.6,30.4,107.7,215.9,194.1,83.7,68.7,4.4,0.5,769.0,19.4,74.7,601.4,73.5
15,meghalaya,1901,27.1,19.5,30.6,223.0,207.0,524.9,430.6,464.1,291.4,163.7,115.6,1.2,2498.6,46.6,460.5,1710.9,280.5
16,orissa,1901,39.5,65.1,16.1,51.6,79.0,78.2,288.4,307.7,185.3,76.6,96.7,0.0,1284.2,104.6,146.7,859.6,173.3
17,punjab,1901,55.7,50.1,25.2,2.1,25.2,10.4,178.2,145.0,24.4,3.7,0.0,3.3,523.5,105.9,52.5,358.1,7.0
18,rajasthan,1901,14.15,4.45,2.0,0.35,5.55,9.0,121.9,117.4,4.25,5.95,0.0,0.7,285.7,18.6,7.85,252.55,6.65
19,sikkim,1901,26.5,14.8,14.1,29.2,195.5,488.4,524.8,501.1,242.7,55.5,17.9,2.6,2113.2,41.3,238.9,1757.0,76.1
20,tamil nadu,1901,24.5,39.1,21.7,36.0,74.0,41.8,49.3,67.9,191.1,122.3,212.3,80.4,960.3,63.6,131.6,350.1,415.0
21,tripura,1901,11.7,18.1,29.4,206.2,124.0,443.3,331.4,466.0,304.1,166.7,67.4,0.0,2168.4,29.8,359.6,1544.8,234.2
22,uttar pradesh,1901,57.0,28.45,8.85,0.9,9.6,22.8,214.2,329.95,141.55,6.25,0.05,5.0,824.55,85.4,19.35,708.5,11.25
23,uttarakhand,1901,134.5,81.4,44.5,5.9,60.8,33.6,381.1,612.3,167.1,16.3,0.0,24.9,1562.5,215.9,111.3,1194.1,41.3
24,bihar,1901,11.7,18.1,29.4,206.2,124.0,443.3,331.4,466.0,304.1,166.7,67.4,0.0,2168.4,29.8,359.6,1544.8,234.2
25,arunachal pradesh,1901,11.7,18.1,29.4,206.2,124.0,443.3,331.4,466.0,304.1,166.7,67.4,0.0,2168.4,29.8,359.6,1544.8,234.2
26,manipur,1901,11.7,18.1,29.4,206.2,124.0,443.3,331.4,466.0,304.1,166.7,67.4,0.0,2168.4,29.8,359.6,1544.8,234.2
27,mizoram,1901,11.7,18.1,29.4,206.2,124.0,443.3,331.4,466.0,304.1,166.7,67.4,0.0,2168.4,29.8,359.6,1544.8,234.2
28,nagaland,1901,11.7,18.1,29.4,206.2,124.0,443.3,331.4,466.0,304.1,166.7,67.4,0.0,2168.4,29.8,359.6,1544.8,234.2
