,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1994,7.2,17.4,3.1,30.6,49.2,62.5,218.3,156.5,137.0,257.6,213.4,2.1,1155.1,24.6,83.0,574.4,473.1
1,arunachal pradesh,1994,48.2,72.6,215.3,232.1,382.9,416.1,233.0,280.2,225.0,161.6,14.1,6.2,2287.4,120.8,830.3,1154.4,181.9
2,assam,1994,26.6,42.5,157.2,161.3,282.0,477.6,308.6,308.7,178.5,147.0,15.9,15.4,2121.3,69.1,600.5,1273.4,178.3
3,west bengal,1994,36.7,51.9,60.7,95.15,170.65,349.05,391.7,345.25,234.1,83.6,9.05,1.1,1829.05,88.6,326.55,1320.2,93.75
4,bihar,1994,28.3,29.1,1.0,7.0,32.7,130.9,217.7,257.6,226.5,32.9,4.4,1.2,969.4,57.5,40.7,832.8,38.5
5,chhattisgarh,1994,3.5,8.4,0.0,5.2,9.1,413.4,575.7,447.7,212.0,76.9,2.7,0.0,1754.5,11.8,14.3,1648.8,79.6
6,delhi,1994,20.1,11.3,0.6,7.6,8.5,51.3,275.8,160.6,28.2,0.0,0.1,0.2,564.4,31.4,16.7,515.9,0.3
7,goa,1994,1.3,0.0,0.0,12.5,11.7,784.8,1168.5,654.4,406.5,137.9,2.2,0.0,3179.8,1.3,24.2,3014.1,140.1
8,gujarat,1994,7.2,0.0,0.0,0.1,0.0,320.7,490.6,370.1,343.7,2.0,0.1,0.0,1534.5,7.2,0.2,1525.1,2.1
9,haryana,1994,20.1,11.3,0.6,7.6,8.5,51.3,275.8,160.6,28.2,0.0,0.1,0.2,564.4,31.4,16.7,515.9,0.3
10,himachal pradesh,1994,88.7,124.7,29.0,131.3,65.5,114.2,367.0,311.0,92.7,8.5,0.1,77.6,1410.2,213.4,225.8,884.8,86.2
11,jammu & kashmir,1994,139.9,133.0,82.3,136.6,99.2,107.9,344.7,329.1,88.6,32.4,2.7,236.0,1732.5,273.0,318.1,870.3,271.1
12,jharkhand,1994,17.7,23.8,0.6,20.0,29.2,391.3,451.6,360.7,162.8,118.9,2.7,0.1,1579.4,41.5,49.8,1366.3,121.8
13,karnataka,1994,6.47,0.9,3.47,54.27,43.93,502.6,743.53,378.5,134.2,258.3,19.2,0.33,2145.7,7.37,101.63,1758.83,277.87
14,kerala,1994,24.3,27.1,18.1,154.5,141.3,845.0,955.5,479.9,212.6,428.4,117.6,6.5,3410.8,51.4,313.9,2493.0,552.5
15,madhya pradesh,1994,12.1,8.05,0.1,7.7,1.15,242.9,451.55,448.95,168.85,13.7,1.65,0.0,1356.6,20.15,8.9,1312.25,15.3
16,maharashtra,1994,3.1,0.1,0.6,21.8,23.8,253.2,332.9,188.4,118.9,66.2,12.6,0.0,1021.5,3.2,46.2,893.4,78.8
17,meghalaya,1994,26.6,42.5,157.2,161.3,282.0,477.6,308.6,308.7,178.5,147.0,15.9,15.4,2121.3,69.1,600.5,1273.4,178.3
18,orissa,1994,4.1,28.6,6.2,48.1,46.3,299.4,474.0,463.9,292.6,69.1,12.3,0.1,1744.6,32.6,100.6,1529.9,81.5
19,punjab,1994,27.6,23.3,2.8,6.4,7.2,29.5,167.4,222.2,89.0,0.4,0.0,5.1,580.9,50.9,16.5,508.0,5.5
20,rajasthan,1994,17.0,0.6,0.45,8.5,3.6,74.25,253.9,180.2,88.6,0.0,0.2,0.0,627.35,17.55,12.55,596.95,0.2
21,sikkim,1994,49.6,55.0,114.1,126.6,243.3,388.0,357.3,396.1,302.1,84.3,8.5,2.2,2127.3,104.6,484.1,1443.6,95.0
22,tamil nadu,1994,7.0,27.6,5.5,48.3,66.6,38.6,75.3,66.1,84.2,230.6,229.1,27.0,905.9,34.6,120.5,264.2,486.6
23,tripura,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102.0,27.0,0.0,1712.5,39.6,484.7,1059.2,129.0
24,uttar pradesh,1994,23.1,21.0,0.05,10.95,7.05,100.0,297.55,295.15,98.6,5.0,0.15,0.05,858.5,44.05,18.1,791.2,5.2
25,uttarakhand,1994,56.7,84.2,11.0,69.8,75.6,112.1,476.9,428.2,98.0,5.3,1.7,22.3,1441.7,140.9,156.4,1115.1,29.3
26,manipur,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102.0,27.0,0.0,1712.5,39.6,484.7,1059.2,129.0
27,mizoram,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102.0,27.0,0.0,1712.5,39.6,484.7,1059.2,129.0
28,nagaland,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102.0,27.0,0.0,1712.5,39.6,484.7,1059.2,129.0
