,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1942,2.9,5.6,2.1,37.2,30.5,84.7,130.9,196.1,142.1,159.7,85.6,2.4,879.8,8.5,69.9,553.7,247.6
1,arunachal pradesh,1942,15.8,164.9,277.8,272.4,618.9,1182.6,457.5,438.9,357.6,8.7,32.1,1.1,3828.2,180.7,1169.1,2436.6,41.9
2,assam,1942,7.4,25.3,130.9,233.5,469.1,618.8,332.9,328.8,462.9,40.0,27.5,0.0,2677.0,32.7,833.5,1743.4,67.5
3,west bengal,1942,3.9,18.1,30.2,119.45,159.0,341.15,378.55,385.35,447.9,96.15,10.75,0.0,1990.5,22.05,308.6,1552.95,106.9
4,bihar,1942,34.4,43.5,14.7,18.2,28.1,174.7,253.5,330.4,347.2,7.0,0.0,0.9,1252.5,77.8,61.0,1105.7,8.0
5,chhattisgarh,1942,13.1,48.2,7.5,18.7,17.7,164.1,540.7,470.7,289.6,23.9,1.6,2.3,1598.3,61.3,44.0,1465.2,27.8
6,delhi,1942,24.9,48.6,2.2,11.7,7.3,48.2,257.5,237.6,154.2,0.3,0.0,11.9,804.5,73.6,21.2,697.6,12.2
7,goa,1942,0.0,0.0,0.0,3.3,2.6,987.6,1386.3,536.7,312.0,37.1,1.4,12.4,3279.5,0.0,5.9,3222.7,51.0
8,gujarat,1942,2.0,13.7,0.0,0.0,9.0,130.1,501.1,367.8,162.6,0.0,0.0,0.3,1186.8,15.8,9.0,1161.6,0.4
9,haryana,1942,24.9,48.6,2.2,11.7,7.3,48.2,257.5,237.6,154.2,0.3,0.0,11.9,804.5,73.6,21.2,697.6,12.2
10,himachal pradesh,1942,74.8,156.8,28.3,84.6,73.5,66.6,273.8,348.6,153.6,7.8,0.0,59.8,1328.3,231.6,186.4,842.7,67.6
11,jammu & kashmir,1942,127.7,196.9,39.4,85.9,88.0,35.5,200.0,274.5,80.3,21.7,9.8,80.2,1239.8,324.6,213.3,590.2,111.7
12,jharkhand,1942,8.8,61.4,19.9,31.2,22.7,140.5,482.3,433.3,356.2,25.9,5.8,1.0,1589.0,70.2,73.8,1412.3,32.7
13,karnataka,1942,0.03,2.3,0.4,50.8,66.4,469.13,565.83,276.63,108.07,90.9,18.93,24.27,1673.73,2.33,117.53,1419.67,134.1
14,kerala,1942,2.4,4.7,23.2,180.3,191.9,813.6,828.8,329.3,99.8,374.4,84.7,117.9,3050.9,7.0,395.4,2071.4,577.0
15,madhya pradesh,1942,34.5,54.05,5.45,3.25,1.05,144.55,581.8,333.9,180.0,0.65,0.0,15.8,1355.05,88.55,9.8,1240.2,16.45
16,maharashtra,1942,0.2,2.5,0.2,6.7,10.0,213.3,364.7,191.6,93.8,20.0,1.3,36.9,941.3,2.8,17.0,863.4,58.2
17,meghalaya,1942,7.4,25.3,130.9,233.5,469.1,618.8,332.9,328.8,462.9,40.0,27.5,0.0,2677.0,32.7,833.5,1743.4,67.5
18,orissa,1942,4.7,18.6,2.5,37.6,29.6,156.8,423.8,379.8,256.4,62.7,75.4,0.1,1448.3,23.4,69.8,1216.9,138.3
19,punjab,1942,27.2,57.2,15.4,19.6,13.4,52.4,253.3,256.4,131.7,5.1,0.0,39.8,871.6,84.4,48.4,693.9,44.9
20,rajasthan,1942,9.75,11.05,0.0,2.9,12.2,40.35,261.9,200.65,97.95,0.15,0.0,2.2,639.1,20.85,15.2,600.8,2.3
21,sikkim,1942,6.6,19.5,45.7,186.9,253.8,537.8,382.2,363.8,511.7,49.7,7.6,0.0,2365.4,26.1,486.4,1795.6,57.3
22,tamil nadu,1942,0.5,0.6,6.0,78.6,61.3,53.1,54.9,110.1,120.8,146.5,68.0,146.9,847.3,1.1,145.8,338.9,361.4
23,tripura,1942,6.0,15.7,78.7,250.4,305.3,528.7,403.3,461.8,420.8,65.4,143.2,1.5,2680.9,21.7,634.4,1814.6,210.1
24,uttar pradesh,1942,44.7,55.05,4.6,5.3,5.15,98.8,320.1,316.25,198.45,0.1,0.0,9.95,1058.4,99.7,15.05,933.6,10.05
25,uttarakhand,1942,109.0,81.8,17.6,53.4,34.9,191.5,481.0,455.8,223.8,1.0,0.1,61.6,1711.4,190.8,105.9,1352.1,62.7
26,manipur,1942,6.0,15.7,78.7,250.4,305.3,528.7,403.3,461.8,420.8,65.4,143.2,1.5,2680.9,21.7,634.4,1814.6,210.1
27,mizoram,1942,6.0,15.7,78.7,250.4,305.3,528.7,403.3,461.8,420.8,65.4,143.2,1.5,2680.9,21.7,634.4,1814.6,210.1
28,nagaland,1942,6.0,15.7,78.7,250.4,305.3,528.7,403.3,461.8,420.8,65.4,143.2,1.5,2680.9,21.7,634.4,1814.6,210.1
