,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1937,0.0,71.8,15.2,86.3,30.3,59.3,172.5,153.7,108.7,185.2,8.9,0.2,892.2,71.8,131.9,494.2,194.3
1,arunachal pradesh,1937,19.9,105.6,91.2,261.0,399.0,456.4,611.6,816.9,339.7,239.8,16.7,17.3,3375.1,125.5,751.2,2224.6,273.8
2,assam,1937,2.2,51.1,19.3,97.4,406.6,422.5,409.2,480.5,278.1,139.3,13.5,4.9,2324.6,53.3,523.4,1590.3,157.6
3,west bengal,1937,0.0,90.7,5.4,40.25,200.25,309.0,371.45,467.2,325.25,230.4,4.3,1.2,2045.45,90.7,245.9,1472.95,235.9
4,bihar,1937,0.0,66.3,0.8,10.7,80.0,113.6,217.9,441.8,179.3,194.6,0.3,1.1,1306.4,66.3,91.5,952.6,196.0
5,chhattisgarh,1937,0.0,66.2,21.5,76.3,19.2,222.6,501.0,391.9,237.0,79.8,1.0,0.2,1616.8,66.2,117.0,1352.6,81.0
6,delhi,1937,0.8,75.8,5.3,20.3,5.2,43.7,171.6,39.3,109.8,0.4,0.3,9.1,481.7,76.7,30.8,364.4,9.8
7,goa,1937,0.0,4.0,0.1,53.5,2.4,826.9,1492.9,270.1,378.1,159.2,4.0,0.7,3192.0,4.0,56.0,2968.0,163.9
8,gujarat,1937,0.0,4.0,0.2,0.1,0.0,260.6,577.8,32.0,320.1,3.3,0.1,4.8,1203.1,4.0,0.3,1190.6,8.2
9,haryana,1937,0.8,75.8,5.3,20.3,5.2,43.7,171.6,39.3,109.8,0.4,0.3,9.1,481.7,76.7,30.8,364.4,9.8
10,himachal pradesh,1937,57.3,141.0,53.7,60.3,35.1,116.4,282.9,325.7,227.3,53.8,9.5,101.9,1465.0,198.3,149.1,952.3,165.2
11,jammu & kashmir,1937,67.9,160.0,91.0,80.7,19.5,32.2,133.0,73.5,57.5,88.7,14.7,121.1,939.6,227.8,191.2,296.2,224.4
12,jharkhand,1937,0.0,96.4,4.9,20.7,72.1,186.1,363.2,300.8,276.2,129.6,0.4,0.0,1450.6,96.4,97.7,1126.4,130.1
13,karnataka,1937,0.03,7.93,11.03,88.1,42.77,298.27,629.73,160.1,168.47,167.1,12.43,6.6,1592.6,7.97,141.87,1256.57,186.17
14,kerala,1937,6.5,21.2,58.7,175.5,137.1,485.6,970.5,281.2,139.8,401.9,121.0,19.1,2818.2,27.7,371.3,1877.1,542.0
15,madhya pradesh,1937,0.55,35.9,8.65,25.8,3.0,182.25,453.75,254.3,190.65,65.0,2.3,3.65,1225.7,36.45,37.4,1080.95,70.95
16,maharashtra,1937,0.0,2.0,2.0,47.7,4.7,146.7,319.4,63.6,219.9,96.1,1.3,11.0,914.4,2.0,54.4,749.5,108.4
17,meghalaya,1937,2.2,51.1,19.3,97.4,406.6,422.5,409.2,480.5,278.1,139.3,13.5,4.9,2324.6,53.3,523.4,1590.3,157.6
18,orissa,1937,0.0,89.0,28.4,66.9,64.9,235.2,430.6,290.0,285.8,75.5,0.8,0.3,1567.3,89.0,160.2,1241.6,76.5
19,punjab,1937,5.8,96.0,10.2,41.8,8.8,55.4,218.6,30.5,70.2,7.3,0.3,26.2,571.1,101.8,60.8,374.7,33.8
20,rajasthan,1937,0.0,18.85,0.6,1.45,4.5,58.1,268.6,30.8,87.0,2.0,0.3,9.2,481.5,18.85,6.65,444.55,11.5
21,sikkim,1937,0.0,68.6,2.2,63.7,270.2,317.2,477.3,654.0,354.8,351.6,6.7,2.0,2568.4,68.6,336.0,1803.4,360.4
22,tamil nadu,1937,10.7,16.7,26.7,96.1,59.9,42.3,51.1,118.1,105.7,189.8,280.1,22.8,1020.1,27.4,182.7,317.2,492.8
23,tripura,1937,0.1,60.0,37.3,85.4,337.1,528.9,490.1,614.8,291.0,207.1,17.9,72.0,2741.6,60.1,459.8,1924.7,297.0
24,uttar pradesh,1937,0.15,61.45,1.6,8.75,15.85,80.5,262.65,264.35,116.95,36.35,0.5,7.0,856.0,61.6,26.15,724.45,43.85
25,uttarakhand,1937,10.5,149.3,7.2,43.9,47.6,172.7,398.7,439.6,211.7,15.8,2.0,34.5,1533.6,159.8,98.6,1222.9,52.3
26,manipur,1937,0.1,60.0,37.3,85.4,337.1,528.9,490.1,614.8,291.0,207.1,17.9,72.0,2741.6,60.1,459.8,1924.7,297.0
27,mizoram,1937,0.1,60.0,37.3,85.4,337.1,528.9,490.1,614.8,291.0,207.1,17.9,72.0,2741.6,60.1,459.8,1924.7,297.0
28,nagaland,1937,0.1,60.0,37.3,85.4,337.1,528.9,490.1,614.8,291.0,207.1,17.9,72.0,2741.6,60.1,459.8,1924.7,297.0
