,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1985,42.7,0.4,1.7,7.0,17.9,105.1,198.6,179.3,88.6,248.2,32.6,45.5,967.6,43.1,26.6,571.6,326.3
1,arunachal pradesh,1985,54.1,81.0,255.6,347.1,345.5,506.0,657.8,326.3,502.2,116.6,25.4,48.8,3266.2,135.0,948.2,1992.2,190.7
2,assam,1985,8.7,32.3,152.6,268.1,335.0,496.0,714.6,349.4,335.1,74.4,15.8,19.7,2801.6,41.0,755.7,1895.1,109.9
3,west bengal,1985,6.55,26.25,26.0,46.8,229.1,406.55,596.85,356.65,333.15,174.55,9.6,13.65,2225.65,32.85,301.8,1693.2,197.8
4,bihar,1985,8.8,0.5,0.5,8.0,69.2,163.2,481.5,238.0,289.0,188.0,1.2,7.1,1455.0,9.3,77.7,1171.7,196.3
5,chhattisgarh,1985,33.2,9.4,0.4,8.7,11.9,137.2,398.9,346.0,214.6,77.2,0.0,0.0,1237.5,42.6,21.0,1096.8,77.2
6,delhi,1985,3.5,0.3,1.1,8.1,3.1,44.2,256.9,152.4,35.9,42.6,0.0,24.3,572.4,3.8,12.3,489.4,66.9
7,goa,1985,0.0,0.0,0.0,0.4,23.3,1000.0,921.3,663.1,153.1,204.8,2.5,0.0,2968.5,0.0,23.7,2737.5,207.3
8,gujarat,1985,0.0,0.0,0.0,0.8,2.1,14.7,247.2,182.5,18.1,124.0,0.0,0.3,589.7,0.0,2.9,462.4,124.3
9,haryana,1985,3.5,0.3,1.1,8.1,3.1,44.2,256.9,152.4,35.9,42.6,0.0,24.3,572.4,3.8,12.3,489.4,66.9
10,himachal pradesh,1985,70.4,23.0,36.2,65.6,54.3,54.1,301.3,252.7,118.0,127.6,2.8,88.0,1193.9,93.4,156.1,726.1,218.3
11,jammu & kashmir,1985,80.1,23.7,42.1,71.4,106.9,54.4,295.5,154.8,54.7,90.0,13.9,179.7,1167.1,103.9,220.4,559.4,283.5
12,jharkhand,1985,19.1,9.1,1.6,8.8,48.2,131.2,338.0,312.6,216.6,153.7,0.5,0.9,1240.3,28.3,58.6,998.3,155.1
13,karnataka,1985,4.1,0.03,7.4,25.27,54.6,419.27,305.63,361.43,115.37,140.23,19.4,6.03,1458.73,4.13,87.27,1201.7,165.7
14,kerala,1985,61.2,6.1,29.3,66.6,254.2,828.7,388.9,315.3,117.6,204.0,74.9,44.0,2390.5,67.3,350.0,1650.4,322.8
15,madhya pradesh,1985,22.4,3.1,0.25,5.0,3.7,75.15,304.9,317.3,135.7,127.5,0.0,0.0,995.05,25.5,9.0,833.05,127.5
16,maharashtra,1985,2.6,0.2,2.3,9.1,12.3,118.7,189.5,145.1,63.5,107.3,5.4,0.0,656.1,2.8,23.8,516.8,112.7
17,meghalaya,1985,8.7,32.3,152.6,268.1,335.0,496.0,714.6,349.4,335.1,74.4,15.8,19.7,2801.6,41.0,755.7,1895.1,109.9
18,orissa,1985,24.2,35.0,4.7,16.4,52.9,195.4,305.7,460.9,335.2,175.8,1.1,0.0,1607.3,59.2,74.0,1297.2,176.9
19,punjab,1985,4.8,0.9,3.6,21.2,6.2,55.7,269.5,243.3,51.9,50.2,0.6,45.1,752.9,5.7,31.0,620.4,95.8
20,rajasthan,1985,0.6,0.05,0.6,6.4,8.45,16.65,137.2,150.1,20.85,45.9,0.25,5.65,392.75,0.7,15.45,324.8,51.85
21,sikkim,1985,2.2,30.5,43.2,69.5,358.6,532.7,907.4,372.7,464.5,211.9,17.4,27.3,3037.9,32.8,471.2,2277.3,256.6
22,tamil nadu,1985,89.7,5.2,11.9,43.9,33.4,108.8,81.2,129.7,161.6,107.3,233.3,57.4,1063.5,94.9,89.3,481.2,398.1
23,tripura,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9,2105.3,42.6,627.5,1364.2,70.9
24,uttar pradesh,1985,14.15,0.0,1.1,4.55,8.25,57.0,328.65,218.75,268.85,151.05,0.0,14.2,1066.55,14.15,13.9,873.25,165.3
25,uttarakhand,1985,54.3,9.6,14.0,40.9,63.5,104.4,451.7,389.4,228.2,220.5,3.0,74.1,1653.7,63.9,118.4,1173.8,297.6
26,manipur,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9,2105.3,42.6,627.5,1364.2,70.9
27,mizoram,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9,2105.3,42.6,627.5,1364.2,70.9
28,nagaland,1985,6.4,36.2,87.1,162.8,377.6,507.5,275.5,301.9,279.4,52.3,8.7,9.9,2105.3,42.6,627.5,1364.2,70.9
