,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1907,0.6,3.0,38.9,80.9,18.9,224.5,119.7,118.2,94.7,37.0,52.4,29.1,817.9,3.6,138.7,557.2,118.4
1,assam,1907,55.8,37.2,109.7,254.8,213.7,509.8,578.9,304.2,401.0,37.6,4.8,13.8,2521.1,93.0,578.1,1793.8,56.2
2,west bengal,1907,1.3,55.2,39.4,27.0,32.9,232.2,282.4,242.2,206.9,4.8,0.0,2.1,1126.4,56.5,99.3,963.8,6.9
3,chhattisgarh,1907,4.0,40.2,41.7,39.4,4.5,286.5,233.6,494.4,141.8,0.1,7.3,15.3,1308.8,44.3,85.6,1156.2,22.7
4,delhi,1907,14.3,42.8,25.9,33.5,7.8,20.0,123.2,175.3,1.0,0.1,0.0,0.0,443.9,57.1,67.2,319.5,0.1
5,goa,1907,1.7,1.0,0.0,20.1,0.0,583.1,1170.9,811.5,164.0,11.4,1.9,0.9,2766.6,2.8,20.1,2729.5,14.2
6,gujarat,1907,0.3,14.6,0.2,2.1,0.4,72.4,325.0,564.4,17.5,0.0,0.0,0.0,997.0,15.0,2.7,979.3,0.0
7,haryana,1907,14.3,42.8,25.9,33.5,7.8,20.0,123.2,175.3,1.0,0.1,0.0,0.0,443.9,57.1,67.2,319.5,0.1
8,himachal pradesh,1907,124.2,145.1,144.9,73.0,34.2,23.7,95.7,200.6,18.9,14.9,0.0,0.0,875.4,269.4,252.1,338.9,14.9
9,jammu & kashmir,1907,99.6,195.8,132.2,151.0,57.0,85.9,85.1,220.3,24.9,13.9,3.1,0.8,1069.6,295.4,340.2,416.3,17.8
10,jharkhand,1907,2.0,59.3,76.0,26.3,27.4,338.1,230.4,469.4,200.2,1.7,0.0,24.8,1455.7,61.4,129.7,1238.1,26.5
11,karnataka,1907,4.2,0.0,8.83,90.97,23.7,357.97,517.63,476.9,178.63,50.2,41.07,10.0,1760.13,4.2,123.5,1531.17,101.27
12,kerala,1907,18.8,4.8,55.7,170.8,101.4,770.9,760.4,981.5,225.0,309.7,219.1,52.8,3671.1,23.7,328.0,2737.8,581.7
13,madhya pradesh,1907,6.1,64.1,2.55,21.4,3.95,69.8,212.05,420.4,18.7,0.0,10.4,0.6,830.0,70.2,27.9,720.9,11.0
14,maharashtra,1907,0.5,3.7,1.5,54.5,0.6,118.0,262.3,267.8,94.1,7.6,3.6,0.9,815.1,4.2,56.6,742.3,12.1
15,meghalaya,1907,55.8,37.2,109.7,254.8,213.7,509.8,578.9,304.2,401.0,37.6,4.8,13.8,2521.1,93.0,578.1,1793.8,56.2
16,orissa,1907,0.1,16.9,57.4,105.1,39.8,226.3,203.9,531.8,204.8,15.9,14.0,31.2,1447.1,17.0,202.3,1166.8,61.1
17,punjab,1907,27.3,95.4,53.1,50.7,3.3,20.2,82.8,249.0,6.8,0.4,0.0,0.0,589.2,122.6,107.2,358.9,0.4
18,rajasthan,1907,3.45,30.1,6.65,10.8,9.75,15.65,93.15,281.15,1.75,0.05,0.0,0.0,452.5,33.5,27.15,391.7,0.05
19,sikkim,1907,10.4,20.8,71.1,108.8,156.2,408.1,889.8,358.8,456.1,40.0,5.8,4.1,2530.0,31.2,336.1,2112.9,49.8
20,tamil nadu,1907,8.4,1.2,25.0,78.9,56.6,46.1,70.4,58.2,117.2,160.4,200.0,63.2,885.6,9.6,160.5,291.9,423.6
21,tripura,1907,39.1,30.4,92.8,189.1,156.0,414.1,400.9,291.4,336.1,114.6,3.9,53.4,2121.7,69.5,437.9,1442.4,171.9
22,uttar pradesh,1907,7.95,69.85,18.4,23.75,10.35,32.2,175.0,277.4,13.1,0.0,0.0,0.05,627.9,77.8,52.45,497.6,0.05
23,uttarakhand,1907,49.4,131.6,144.4,41.7,57.6,74.8,342.3,323.8,28.2,0.4,0.0,0.1,1194.4,181.0,243.7,769.1,0.5
24,bihar,1907,39.1,30.4,92.8,189.1,156.0,414.1,400.9,291.4,336.1,114.6,3.9,53.4,2121.7,69.5,437.9,1442.4,171.9
25,arunachal pradesh,1907,39.1,30.4,92.8,189.1,156.0,414.1,400.9,291.4,336.1,114.6,3.9,53.4,2121.7,69.5,437.9,1442.4,171.9
26,manipur,1907,39.1,30.4,92.8,189.1,156.0,414.1,400.9,291.4,336.1,114.6,3.9,53.4,2121.7,69.5,437.9,1442.4,171.9
27,mizoram,1907,39.1,30.4,92.8,189.1,156.0,414.1,400.9,291.4,336.1,114.6,3.9,53.4,2121.7,69.5,437.9,1442.4,171.9
28,nagaland,1907,39.1,30.4,92.8,189.1,156.0,414.1,400.9,291.4,336.1,114.6,3.9,53.4,2121.7,69.5,437.9,1442.4,171.9
