,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1930,0.5,32.4,6.6,23.2,117.3,189.6,112.4,133.0,136.7,284.1,181.9,5.1,1222.7,32.9,147.1,571.6,471.1
1,arunachal pradesh,1930,64.4,84.3,202.5,565.4,148.9,720.9,376.2,1055.5,637.0,361.1,93.2,24.9,4334.1,148.7,916.8,2789.5,479.1
2,assam,1930,18.0,41.0,99.8,199.4,209.8,686.9,287.8,438.5,299.1,149.9,114.4,6.2,2550.7,59.0,509.0,1712.4,270.4
3,west bengal,1930,9.7,16.0,35.8,39.95,139.3,341.0,378.4,391.55,264.85,90.75,73.55,1.75,1782.65,25.65,215.1,1375.85,166.1
4,bihar,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24.0,10.4,1114.3,19.2,48.8,981.5,64.8
5,chhattisgarh,1930,0.0,4.0,13.5,43.3,7.9,190.9,517.4,285.0,185.3,37.3,93.9,5.1,1383.5,4.0,64.7,1178.6,136.2
6,delhi,1930,28.4,11.4,4.0,1.8,3.4,68.6,266.5,78.4,32.3,2.8,0.9,2.1,500.5,39.8,9.2,445.9,5.7
7,goa,1930,0.0,0.2,0.1,0.3,12.5,1024.9,690.5,427.3,542.6,136.2,10.6,0.6,2845.7,0.2,12.8,2685.3,147.4
8,gujarat,1930,2.0,0.2,0.2,0.1,1.1,160.2,426.0,152.9,102.8,48.2,0.0,0.9,894.7,2.2,1.5,841.9,49.1
9,haryana,1930,28.4,11.4,4.0,1.8,3.4,68.6,266.5,78.4,32.3,2.8,0.9,2.1,500.5,39.8,9.2,445.9,5.7
10,himachal pradesh,1930,98.8,64.1,52.7,87.7,28.2,120.8,424.5,307.0,77.7,13.0,5.2,25.7,1305.5,163.0,168.6,930.0,43.9
11,jammu & kashmir,1930,201.8,116.1,114.6,209.2,53.1,55.1,211.0,105.9,49.0,43.7,0.9,7.6,1168.0,317.9,376.9,421.1,52.2
12,jharkhand,1930,0.9,4.3,7.7,18.1,16.5,125.5,506.8,361.4,222.8,44.5,121.1,4.4,1434.0,5.2,42.3,1216.5,170.0
13,karnataka,1930,2.13,2.37,4.63,18.6,128.17,377.3,295.0,189.13,247.03,212.93,25.97,9.67,1513.0,4.5,151.4,1108.47,248.6
14,kerala,1930,10.8,10.8,39.0,102.7,404.9,633.1,401.7,273.4,411.5,433.9,207.0,89.2,3018.0,21.6,546.5,1719.7,730.2
15,madhya pradesh,1930,2.55,1.9,1.5,16.75,6.0,115.2,495.35,225.95,138.15,35.4,2.9,4.4,1046.05,4.4,24.3,974.65,42.7
16,maharashtra,1930,0.0,0.0,0.7,3.2,29.8,178.1,233.7,106.5,247.0,87.4,37.7,5.0,929.1,0.0,33.6,765.3,130.1
17,meghalaya,1930,18.0,41.0,99.8,199.4,209.8,686.9,287.8,438.5,299.1,149.9,114.4,6.2,2550.7,59.0,509.0,1712.4,270.4
18,orissa,1930,0.2,12.1,9.9,33.4,38.0,177.5,357.5,333.7,287.5,50.5,143.1,2.7,1446.4,12.4,81.4,1156.3,196.3
19,punjab,1930,25.6,27.0,6.7,13.3,7.1,55.0,258.4,57.4,91.7,1.1,0.2,13.9,557.2,52.5,27.1,462.4,15.1
20,rajasthan,1930,9.6,1.1,0.45,1.1,19.45,59.9,198.6,101.95,24.25,29.1,0.1,0.0,445.7,10.7,21.0,384.75,29.25
21,sikkim,1930,17.6,19.9,51.7,61.3,192.3,495.1,346.1,475.8,329.6,140.4,52.0,2.4,2184.5,37.5,305.4,1646.7,194.9
22,tamil nadu,1930,53.6,60.3,21.4,34.4,165.7,68.9,38.9,66.7,94.2,436.1,186.5,48.7,1275.4,113.9,221.4,268.7,671.4
23,tripura,1930,22.6,53.6,107.5,161.0,223.1,506.6,438.2,385.6,256.7,100.8,230.7,1.0,2487.4,76.3,491.6,1587.0,332.5
24,uttar pradesh,1930,17.55,17.55,2.9,3.05,5.2,59.1,368.3,242.35,167.6,34.75,1.85,8.7,928.8,35.1,11.1,837.35,45.35
25,uttarakhand,1930,65.7,72.7,52.1,34.8,39.6,126.5,399.7,348.3,76.5,21.6,8.1,25.6,1271.2,138.4,126.5,950.9,55.3
26,manipur,1930,22.6,53.6,107.5,161.0,223.1,506.6,438.2,385.6,256.7,100.8,230.7,1.0,2487.4,76.3,491.6,1587.0,332.5
27,mizoram,1930,22.6,53.6,107.5,161.0,223.1,506.6,438.2,385.6,256.7,100.8,230.7,1.0,2487.4,76.3,491.6,1587.0,332.5
28,nagaland,1930,22.6,53.6,107.5,161.0,223.1,506.6,438.2,385.6,256.7,100.8,230.7,1.0,2487.4,76.3,491.6,1587.0,332.5
