,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,2009,0.0,0.0,5.7,6.4,53.0,72.6,140.9,163.5,151.9,92.6,102.6,1.3,790.5,0.0,65.1,528.8,196.5
1,arunachal pradesh,2009,18.0,92.8,72.1,132.7,189.9,259.1,329.9,370.3,152.5,82.9,33.9,15.9,1749.9,110.8,394.7,1111.8,132.7
2,assam,2009,7.9,11.6,44.9,134.9,246.5,321.1,426.3,533.8,192.3,135.9,9.0,4.0,2068.2,19.5,426.2,1473.5,149.0
3,west bengal,2009,4.2,20.85,36.45,58.9,268.85,210.15,366.85,450.55,234.6,156.2,9.25,2.95,1819.8,25.05,364.2,1262.1,168.45
4,bihar,2009,0.3,0.4,1.1,2.9,98.5,67.7,213.6,298.9,127.6,72.6,5.1,0.8,889.3,0.7,102.5,707.7,78.4
5,chhattisgarh,2009,1.2,0.0,2.3,1.9,11.2,45.3,455.0,247.1,104.7,43.6,42.5,1.9,956.6,1.2,15.4,852.0,88.0
6,delhi,2009,4.1,5.9,5.7,11.7,17.7,15.2,106.4,63.8,160.8,2.5,1.1,0.4,395.4,10.0,35.2,346.3,4.0
7,goa,2009,0.0,0.0,0.3,0.1,5.6,330.6,1271.2,292.9,387.5,307.4,121.0,0.0,2716.6,0.0,5.9,2282.2,428.5
8,gujarat,2009,0.0,0.0,0.3,0.0,0.0,17.0,390.3,143.5,54.9,27.4,8.1,0.0,641.6,0.0,0.3,605.7,35.5
9,haryana,2009,4.1,5.9,5.7,11.7,17.7,15.2,106.4,63.8,160.8,2.5,1.1,0.4,395.4,10.0,35.2,346.3,4.0
10,himachal pradesh,2009,54.8,45.9,43.4,91.2,53.5,45.5,170.2,162.6,172.1,16.4,93.1,7.8,956.5,100.7,188.2,550.3,117.2
11,jammu & kashmir,2009,120.3,117.9,63.7,113.5,64.3,64.1,,96.5,50.5,8.1,,,,238.2,241.5,,
12,jharkhand,2009,1.8,0.8,2.0,0.8,78.1,62.7,266.6,248.0,248.8,82.2,4.0,0.5,996.1,2.6,80.8,826.1,86.6
13,karnataka,2009,0.27,0.03,24.13,22.43,88.37,221.3,746.17,258.23,331.4,184.73,76.8,24.07,1977.97,0.3,134.9,1557.13,285.63
14,kerala,2009,3.3,1.5,62.6,69.0,191.6,438.2,924.9,269.3,326.5,205.2,274.4,44.2,2810.6,4.8,323.1,1958.9,523.8
15,madhya pradesh,2009,10.15,0.5,0.95,2.0,5.1,46.05,318.95,182.0,174.15,79.4,72.15,19.05,910.45,10.6,8.05,721.1,170.6
16,maharashtra,2009,0.0,1.7,0.8,0.4,7.7,68.9,329.8,148.2,162.6,96.2,121.3,4.3,941.7,1.7,8.9,709.4,221.8
17,meghalaya,2009,7.9,11.6,44.9,134.9,246.5,321.1,426.3,533.8,192.3,135.9,9.0,4.0,2068.2,19.5,426.2,1473.5,149.0
18,orissa,2009,1.9,0.5,2.7,1.1,68.2,87.3,586.0,286.9,162.5,105.8,27.3,0.1,1330.3,2.4,72.0,1122.7,133.2
19,punjab,2009,9.4,14.4,10.5,14.0,5.6,10.6,158.0,76.8,54.7,4.0,2.7,0.4,361.2,23.9,30.1,300.1,7.1
20,rajasthan,2009,1.7,1.5,3.85,0.9,6.65,32.5,134.1,70.2,26.5,5.6,3.55,0.3,287.25,3.2,11.45,263.25,9.45
21,sikkim,2009,6.0,40.3,55.0,115.2,308.7,350.6,456.1,568.4,174.6,235.1,9.1,5.6,2324.6,46.3,478.9,1549.6,249.8
22,tamil nadu,2009,7.9,0.0,41.0,41.4,74.8,27.0,42.1,96.9,114.4,62.1,314.7,106.2,928.5,7.9,157.2,280.4,482.9
23,tripura,2009,0.0,3.2,27.5,93.1,209.5,271.9,295.8,380.9,271.3,158.2,26.1,0.2,1737.7,3.2,330.1,1219.9,184.5
24,uttar pradesh,2009,0.65,2.5,1.0,4.65,17.8,23.5,133.85,180.75,132.5,70.1,9.4,2.9,579.7,3.15,23.45,470.65,82.45
25,uttarakhand,2009,1.8,27.6,18.8,18.4,77.6,41.9,157.5,202.6,206.6,81.3,12.6,0.9,847.8,29.4,114.8,608.7,94.9
26,manipur,2009,0.0,3.2,27.5,93.1,209.5,271.9,295.8,380.9,271.3,158.2,26.1,0.2,1737.7,3.2,330.1,1219.9,184.5
27,mizoram,2009,0.0,3.2,27.5,93.1,209.5,271.9,295.8,380.9,271.3,158.2,26.1,0.2,1737.7,3.2,330.1,1219.9,184.5
28,nagaland,2009,0.0,3.2,27.5,93.1,209.5,271.9,295.8,380.9,271.3,158.2,26.1,0.2,1737.7,3.2,330.1,1219.9,184.5
