,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1997,15.1,5.6,19.7,62.6,25.2,63.1,156.0,128.1,315.5,83.6,51.7,45.7,972.1,20.7,107.6,662.7,181.0
1,arunachal pradesh,1997,26.2,68.5,158.5,94.7,212.6,548.0,395.2,237.0,403.5,58.5,45.9,26.3,2274.9,94.6,465.8,1583.7,130.7
2,assam,1997,18.2,40.7,91.8,131.9,241.8,569.9,511.2,315.5,366.8,36.4,12.6,35.4,2372.2,58.9,465.6,1763.4,84.3
3,west bengal,1997,18.8,27.45,60.3,110.65,132.55,416.45,462.7,433.15,343.95,34.55,23.4,40.7,2104.55,46.25,303.5,1656.15,98.6
4,bihar,1997,10.5,1.1,2.9,29.3,42.2,211.0,463.9,287.6,185.8,27.8,11.0,30.6,1303.7,11.6,74.4,1148.3,69.5
5,chhattisgarh,1997,6.3,0.1,2.2,45.7,7.2,153.8,384.6,414.7,167.5,30.2,51.4,53.5,1317.2,6.4,55.1,1120.6,135.1
6,delhi,1997,6.6,2.2,14.6,35.3,38.0,60.2,133.6,226.8,36.9,53.7,13.4,47.3,668.6,8.8,87.9,457.5,114.4
7,goa,1997,2.6,0.0,0.8,1.8,0.2,757.9,1072.6,847.6,215.2,21.8,47.1,59.6,3027.2,2.6,2.8,2893.4,128.5
8,gujarat,1997,0.7,0.0,0.2,3.3,3.6,355.3,241.9,358.0,96.1,8.1,0.9,0.9,1068.9,0.7,7.1,1051.3,9.8
9,haryana,1997,6.6,2.2,14.6,35.3,38.0,60.2,133.6,226.8,36.9,53.7,13.4,47.3,668.6,8.8,87.9,457.5,114.4
10,himachal pradesh,1997,50.9,58.5,60.4,97.4,66.1,92.3,198.7,476.1,113.8,44.4,87.4,108.5,1454.5,109.3,223.8,881.0,240.3
11,jammu & kashmir,1997,68.4,55.6,164.1,144.5,89.1,81.2,126.6,270.2,75.4,77.3,84.3,59.2,1295.9,124.0,397.7,553.4,220.8
12,jharkhand,1997,9.5,3.7,1.5,29.4,25.2,230.4,400.5,431.6,199.6,54.3,39.0,36.6,1461.3,13.2,56.1,1262.1,129.8
13,karnataka,1997,3.3,0.03,18.63,23.37,28.63,403.5,672.87,560.97,100.8,122.73,99.4,42.2,2076.4,3.3,70.63,1738.1,264.33
14,kerala,1997,2.1,1.5,36.1,60.6,133.6,544.2,970.5,536.0,292.2,288.9,298.4,88.4,3252.4,3.7,230.2,2342.9,675.7
15,madhya pradesh,1997,3.5,0.0,0.65,5.7,2.5,92.4,397.5,346.85,147.6,48.85,63.9,98.25,1207.7,3.5,8.85,984.35,211.0
16,maharashtra,1997,3.3,0.0,2.4,15.3,6.5,180.2,239.9,295.5,91.7,57.7,68.8,39.6,1000.9,3.3,24.3,807.4,166.0
17,meghalaya,1997,18.2,40.7,91.8,131.9,241.8,569.9,511.2,315.5,366.8,36.4,12.6,35.4,2372.2,58.9,465.6,1763.4,84.3
18,orissa,1997,17.9,5.3,31.9,77.8,33.0,197.6,303.4,479.9,234.6,37.0,27.4,58.8,1504.5,23.2,142.7,1215.5,123.2
19,punjab,1997,14.5,5.4,8.9,35.8,30.4,55.3,144.1,261.5,24.3,39.0,28.8,42.1,690.1,19.9,75.1,485.1,110.0
20,rajasthan,1997,0.95,0.2,3.6,10.4,17.25,59.0,99.8,150.25,49.65,48.65,7.7,12.05,459.5,1.15,31.25,358.65,68.4
21,sikkim,1997,18.9,31.3,76.4,119.5,166.9,613.3,488.1,479.0,443.9,41.3,16.3,56.5,2551.4,50.2,362.9,2024.2,114.1
22,tamil nadu,1997,7.7,0.2,2.3,42.0,49.2,50.4,63.5,56.4,116.0,169.5,258.1,135.2,950.5,7.9,93.5,286.3,562.8
23,tripura,1997,11.3,23.7,134.4,112.0,255.0,334.0,598.5,273.9,361.6,48.6,17.8,41.3,2212.0,35.1,501.4,1567.9,107.7
24,uttar pradesh,1997,4.9,0.55,1.5,16.25,19.3,74.7,263.5,38.05,28.05,7.8,3.65,11.1,469.25,5.45,37.0,404.25,22.55
25,uttarakhand,1997,42.1,14.9,31.2,90.5,56.1,129.8,290.0,73.3,36.4,9.9,10.8,18.5,803.4,57.0,177.9,529.5,39.1
26,manipur,1997,11.3,23.7,134.4,112.0,255.0,334.0,598.5,273.9,361.6,48.6,17.8,41.3,2212.0,35.1,501.4,1567.9,107.7
27,mizoram,1997,11.3,23.7,134.4,112.0,255.0,334.0,598.5,273.9,361.6,48.6,17.8,41.3,2212.0,35.1,501.4,1567.9,107.7
28,nagaland,1997,11.3,23.7,134.4,112.0,255.0,334.0,598.5,273.9,361.6,48.6,17.8,41.3,2212.0,35.1,501.4,1567.9,107.7
