,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1939,3.0,0.0,29.7,19.7,11.3,80.2,138.7,121.9,150.1,416.7,95.8,3.2,1070.3,3.0,60.7,490.9,515.8
1,arunachal pradesh,1939,13.6,140.5,112.7,388.1,314.6,1132.5,838.5,310.2,476.4,157.6,6.2,7.7,3898.7,154.2,815.5,2757.6,171.4
2,assam,1939,1.5,33.6,11.2,178.3,349.6,533.7,484.9,224.9,389.0,190.1,2.8,1.9,2401.6,35.1,539.2,1632.5,194.9
3,west bengal,1939,1.2,21.45,8.35,13.45,169.25,438.4,513.05,455.7,326.05,183.45,13.85,0.55,2144.75,22.65,191.05,1733.25,197.85
4,bihar,1939,5.0,42.3,11.3,1.7,41.5,230.4,315.0,277.1,262.0,56.9,0.0,0.0,1243.2,47.3,54.5,1084.5,56.9
5,chhattisgarh,1939,6.5,22.8,53.2,19.9,1.1,188.6,427.5,478.6,198.3,79.3,4.6,0.0,1480.3,29.3,74.2,1293.0,83.9
6,delhi,1939,1.9,38.5,20.2,0.5,0.3,88.8,62.7,32.9,63.3,1.2,0.0,0.0,310.2,40.5,20.9,247.6,1.2
7,goa,1939,0.2,0.0,0.4,5.8,0.1,509.6,1116.8,817.1,227.9,58.0,22.7,0.0,2758.6,0.2,6.3,2671.4,80.8
8,gujarat,1939,0.0,1.1,3.1,0.0,0.0,30.3,210.3,265.3,91.6,1.3,2.4,0.2,605.6,1.1,3.1,597.5,3.9
9,haryana,1939,1.9,38.5,20.2,0.5,0.3,88.8,62.7,32.9,63.3,1.2,0.0,0.0,310.2,40.5,20.9,247.6,1.2
10,himachal pradesh,1939,56.4,112.3,97.9,47.1,9.9,103.0,201.0,110.5,108.6,30.9,0.0,0.0,877.8,168.7,155.0,523.2,30.9
11,jammu & kashmir,1939,89.1,221.0,179.9,68.5,19.6,34.6,164.2,95.2,72.7,57.4,0.0,1.1,1003.5,310.2,268.1,366.7,58.6
12,jharkhand,1939,14.7,47.8,41.7,15.4,18.3,237.0,367.3,378.2,257.0,139.8,1.0,1.6,1519.7,62.4,75.3,1239.5,142.4
13,karnataka,1939,1.17,0.0,8.0,39.17,23.63,301.9,400.6,329.1,119.27,193.77,57.53,0.07,1474.23,1.17,70.8,1150.83,251.33
14,kerala,1939,13.6,3.6,24.9,172.8,105.1,625.8,749.6,459.9,134.1,339.8,298.1,10.2,2937.5,17.2,302.8,1969.4,648.1
15,madhya pradesh,1939,21.3,10.1,14.1,3.3,0.15,125.35,390.4,353.15,150.2,5.9,0.7,0.3,1074.85,31.4,17.6,1019.0,6.85
16,maharashtra,1939,0.2,0.2,4.1,6.3,1.1,127.6,303.9,219.9,88.5,41.8,27.3,0.8,821.9,0.5,11.5,740.0,70.0
17,meghalaya,1939,1.5,33.6,11.2,178.3,349.6,533.7,484.9,224.9,389.0,190.1,2.8,1.9,2401.6,35.1,539.2,1632.5,194.9
18,orissa,1939,8.1,10.9,34.9,26.3,19.1,196.9,411.9,410.1,242.1,181.2,19.3,2.8,1563.4,18.9,80.2,1260.9,203.3
19,punjab,1939,6.2,61.0,58.1,8.3,0.8,49.8,100.5,78.6,37.9,2.6,0.0,0.0,403.7,67.2,67.2,266.8,2.6
20,rajasthan,1939,0.95,18.85,8.55,0.1,0.2,42.15,62.1,83.1,52.5,0.55,0.0,0.0,269.05,19.8,8.85,239.85,0.55
21,sikkim,1939,0.0,19.8,5.8,6.7,268.3,626.3,605.9,460.5,444.6,146.3,6.5,0.3,2591.1,19.8,280.8,2137.4,153.1
22,tamil nadu,1939,31.1,5.0,26.0,132.1,60.0,60.4,35.1,91.3,96.2,243.8,266.2,8.6,1055.8,36.1,218.1,283.0,518.6
23,tripura,1939,2.6,59.3,34.5,203.7,274.4,449.6,638.8,333.9,380.8,198.8,30.0,2.0,2608.3,61.8,512.6,1803.1,230.8
24,uttar pradesh,1939,11.0,21.1,5.3,0.85,2.7,138.5,259.95,164.65,217.05,11.95,0.0,0.0,833.05,32.1,8.85,780.2,11.95
25,uttarakhand,1939,21.1,82.1,39.2,15.5,9.1,213.1,352.9,199.3,186.2,24.2,0.0,0.0,1142.6,103.2,63.7,951.5,24.2
26,manipur,1939,2.6,59.3,34.5,203.7,274.4,449.6,638.8,333.9,380.8,198.8,30.0,2.0,2608.3,61.8,512.6,1803.1,230.8
27,mizoram,1939,2.6,59.3,34.5,203.7,274.4,449.6,638.8,333.9,380.8,198.8,30.0,2.0,2608.3,61.8,512.6,1803.1,230.8
28,nagaland,1939,2.6,59.3,34.5,203.7,274.4,449.6,638.8,333.9,380.8,198.8,30.0,2.0,2608.3,61.8,512.6,1803.1,230.8
