,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1938,0.1,31.9,7.6,3.5,82.6,158.9,161.3,176.1,294.2,115.2,174.4,0.4,1206.2,32.0,93.7,790.5,290.0
1,arunachal pradesh,1938,144.8,121.6,340.5,395.3,306.5,1511.3,1355.1,790.8,877.3,220.6,59.7,5.6,6129.0,266.4,1042.3,4534.5,285.8
2,assam,1938,27.2,16.2,138.0,202.0,247.3,581.0,510.6,435.2,431.4,141.8,55.2,0.6,2786.5,43.4,587.3,1958.2,197.6
3,west bengal,1938,8.25,20.65,5.2,42.55,347.9,561.45,472.0,424.6,310.9,90.65,9.3,0.05,2293.55,28.85,395.65,1769.0,100.0
4,bihar,1938,12.4,17.0,0.0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0.0,1506.7,29.4,118.5,1331.0,27.9
5,chhattisgarh,1938,18.4,25.1,5.4,8.2,48.8,269.2,386.8,343.5,266.7,126.6,7.0,0.1,1505.8,43.5,62.3,1266.3,133.7
6,delhi,1938,38.2,7.7,0.4,1.1,7.4,61.7,89.7,56.9,8.1,7.6,0.1,0.0,278.8,45.9,8.9,216.3,7.7
7,goa,1938,0.0,0.4,4.0,2.1,55.2,1118.1,908.2,634.8,345.6,400.0,27.0,0.1,3495.5,0.4,61.3,3006.7,427.1
8,gujarat,1938,0.0,0.1,0.0,0.0,15.8,265.0,342.6,134.6,26.3,30.3,0.0,0.0,814.9,0.1,15.8,768.6,30.4
9,haryana,1938,38.2,7.7,0.4,1.1,7.4,61.7,89.7,56.9,8.1,7.6,0.1,0.0,278.8,45.9,8.9,216.3,7.7
10,himachal pradesh,1938,175.5,124.3,48.1,38.9,11.1,125.3,211.8,156.5,16.8,6.7,6.7,5.7,927.5,299.8,98.1,510.4,19.2
11,jammu & kashmir,1938,183.1,194.2,132.6,76.4,14.8,118.7,123.0,136.7,11.2,31.0,11.1,29.0,1061.7,377.3,223.7,389.6,71.0
12,jharkhand,1938,29.0,36.1,0.2,0.8,102.1,201.0,269.0,344.1,200.4,45.1,1.9,0.0,1229.8,65.2,103.1,1014.5,47.1
13,karnataka,1938,0.0,2.93,25.43,33.2,76.53,429.57,415.37,285.97,251.2,69.7,21.27,1.3,1612.47,2.93,135.17,1382.13,92.27
14,kerala,1938,0.3,79.0,53.3,164.5,179.6,681.6,648.6,287.9,223.2,223.7,69.5,22.9,2634.1,79.4,397.3,1841.3,316.1
15,madhya pradesh,1938,30.5,5.75,3.95,1.7,23.4,303.5,374.45,264.05,98.4,81.65,0.0,0.0,1187.5,36.25,29.1,1040.45,81.7
16,maharashtra,1938,0.6,1.0,23.5,12.2,50.4,239.9,286.6,169.4,191.5,141.3,7.6,2.3,1126.3,1.6,86.1,887.4,151.2
17,meghalaya,1938,27.2,16.2,138.0,202.0,247.3,581.0,510.6,435.2,431.4,141.8,55.2,0.6,2786.5,43.4,587.3,1958.2,197.6
18,orissa,1938,11.0,16.8,14.0,14.5,119.6,229.6,267.2,339.8,226.4,179.0,23.7,0.0,1441.6,27.8,148.1,1063.0,202.7
19,punjab,1938,77.5,22.2,1.8,9.1,3.4,112.8,102.3,85.4,5.8,9.9,0.0,0.6,430.9,99.7,14.3,306.4,10.5
20,rajasthan,1938,4.15,0.25,0.05,0.35,4.9,96.45,144.5,81.3,6.25,5.05,0.0,0.05,343.3,4.4,5.3,328.55,5.1
21,sikkim,1938,0.8,8.2,7.6,76.2,460.9,889.2,699.4,539.0,461.0,102.4,4.4,0.1,3249.3,8.9,544.7,2588.7,106.9
22,tamil nadu,1938,1.2,52.1,34.8,44.5,54.3,53.0,101.4,146.3,116.8,87.5,39.3,51.8,783.2,53.3,133.7,417.5,178.6
23,tripura,1938,29.2,29.2,133.8,153.6,429.0,494.6,413.6,491.4,441.7,243.9,111.7,0.0,2971.6,58.4,716.4,1841.2,355.6
24,uttar pradesh,1938,31.85,8.7,0.05,1.4,22.65,222.25,325.2,280.55,133.4,25.8,0.4,0.0,1052.3,40.55,24.1,961.4,26.2
25,uttarakhand,1938,122.5,85.4,7.5,4.5,37.0,293.6,459.2,396.4,110.8,11.4,0.8,0.1,1529.3,208.0,49.0,1260.0,12.3
26,manipur,1938,29.2,29.2,133.8,153.6,429.0,494.6,413.6,491.4,441.7,243.9,111.7,0.0,2971.6,58.4,716.4,1841.2,355.6
27,mizoram,1938,29.2,29.2,133.8,153.6,429.0,494.6,413.6,491.4,441.7,243.9,111.7,0.0,2971.6,58.4,716.4,1841.2,355.6
28,nagaland,1938,29.2,29.2,133.8,153.6,429.0,494.6,413.6,491.4,441.7,243.9,111.7,0.0,2971.6,58.4,716.4,1841.2,355.6
