,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1949,7.7,0.6,2.5,32.2,71.2,97.3,231.2,179.2,254.8,319.4,21.3,0.0,1217.3,8.3,105.8,762.4,340.7
1,arunachal pradesh,1949,80.1,88.1,287.4,436.9,567.2,943.9,1002.0,672.6,482.0,224.9,39.6,50.1,4874.7,168.1,1291.5,3100.5,314.6
2,assam,1949,22.9,23.1,76.0,371.0,335.9,683.4,444.1,461.9,392.6,148.3,13.0,11.1,2983.4,45.9,782.9,1982.1,172.4
3,west bengal,1949,8.2,14.25,23.8,198.25,270.4,437.7,485.05,435.9,302.8,210.95,0.7,2.55,2390.7,22.45,492.5,1661.45,214.25
4,bihar,1949,16.5,42.8,5.7,35.5,93.1,200.2,341.7,386.5,217.9,103.4,1.1,0.0,1444.4,59.4,134.3,1146.3,104.5
5,chhattisgarh,1949,1.2,7.6,4.0,9.9,61.5,181.7,381.0,412.3,280.3,159.8,0.0,0.2,1499.6,8.8,75.4,1255.4,160.0
6,delhi,1949,3.4,27.9,0.7,1.2,5.9,12.1,287.9,58.3,84.7,1.2,0.0,2.0,485.3,31.3,7.8,442.9,3.2
7,goa,1949,0.2,0.0,0.1,1.3,128.9,442.2,1147.3,594.7,782.3,108.3,8.4,0.0,3213.7,0.2,130.3,2966.4,116.7
8,gujarat,1949,0.0,0.1,0.0,0.0,2.5,35.2,290.0,205.5,241.1,23.5,2.5,0.0,800.3,0.1,2.5,771.8,25.9
9,haryana,1949,3.4,27.9,0.7,1.2,5.9,12.1,287.9,58.3,84.7,1.2,0.0,2.0,485.3,31.3,7.8,442.9,3.2
10,himachal pradesh,1949,28.0,140.0,81.6,45.0,35.2,48.2,548.7,265.2,99.5,4.7,0.0,15.0,1310.9,168.0,161.7,961.5,19.7
11,jammu & kashmir,1949,101.3,194.0,127.7,59.1,54.9,69.2,144.6,85.1,38.6,24.0,11.0,37.5,946.9,295.3,241.6,337.5,72.4
12,jharkhand,1949,21.8,16.2,15.5,57.4,107.8,187.3,364.0,384.7,215.0,66.0,0.0,1.0,1436.7,37.9,180.7,1151.0,67.0
13,karnataka,1949,1.13,0.53,3.8,19.77,156.53,285.5,483.57,283.7,270.4,143.73,18.77,0.0,1667.37,1.67,180.07,1323.2,162.5
14,kerala,1949,0.6,1.8,4.5,98.1,440.0,536.3,758.7,445.2,354.5,229.1,71.9,1.8,2942.6,2.4,542.6,2094.7,302.8
15,madhya pradesh,1949,1.0,9.4,1.6,0.9,22.0,102.35,338.95,219.95,315.45,87.75,1.2,0.2,1100.85,10.4,24.55,976.7,89.15
16,maharashtra,1949,0.0,0.0,2.0,4.8,58.4,102.0,201.3,174.0,323.1,82.2,5.7,0.0,953.7,0.0,65.3,800.4,87.9
17,meghalaya,1949,22.9,23.1,76.0,371.0,335.9,683.4,444.1,461.9,392.6,148.3,13.0,11.1,2983.4,45.9,782.9,1982.1,172.4
18,orissa,1949,0.9,3.1,8.7,35.1,78.1,140.7,248.9,307.1,303.1,222.1,1.1,0.0,1348.9,4.0,121.8,999.8,223.3
19,punjab,1949,9.3,58.4,4.8,5.2,9.8,26.9,320.0,93.7,51.0,1.4,0.0,4.5,584.9,67.7,19.8,491.5,5.9
20,rajasthan,1949,1.45,1.9,0.05,0.15,4.4,26.5,201.45,61.9,64.75,3.55,0.75,0.1,367.0,3.35,4.65,354.55,4.4
21,sikkim,1949,9.6,25.5,14.1,281.8,351.9,660.9,645.1,586.3,395.8,311.4,0.1,5.1,3287.7,35.1,647.8,2288.1,316.7
22,tamil nadu,1949,8.6,3.0,0.6,62.3,98.2,75.6,113.6,148.2,82.3,159.4,86.4,2.3,840.7,11.6,161.2,419.7,248.1
23,tripura,1949,8.1,12.6,67.4,370.2,419.6,562.8,507.7,416.9,427.5,177.3,4.2,2.0,2976.3,20.6,857.3,1914.9,183.5
24,uttar pradesh,1949,2.2,39.8,2.3,3.5,19.6,33.6,313.4,310.05,240.1,54.0,0.25,0.05,1018.85,42.0,25.45,897.1,54.3
25,uttarakhand,1949,7.3,135.5,32.4,29.0,59.7,52.4,450.2,414.5,204.0,22.2,0.2,4.8,1412.1,142.8,121.1,1121.1,27.2
26,manipur,1949,8.1,12.6,67.4,370.2,419.6,562.8,507.7,416.9,427.5,177.3,4.2,2.0,2976.3,20.6,857.3,1914.9,183.5
27,mizoram,1949,8.1,12.6,67.4,370.2,419.6,562.8,507.7,416.9,427.5,177.3,4.2,2.0,2976.3,20.6,857.3,1914.9,183.5
28,nagaland,1949,8.1,12.6,67.4,370.2,419.6,562.8,507.7,416.9,427.5,177.3,4.2,2.0,2976.3,20.6,857.3,1914.9,183.5
