,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1912,0.0,9.6,4.8,15.2,33.6,55.9,217.9,230.1,188.7,86.1,61.7,0.0,903.6,9.6,53.6,692.5,147.9
1,assam,1912,9.0,57.8,126.1,301.0,250.2,482.7,567.0,453.4,236.8,181.5,68.4,9.5,2743.5,66.8,677.4,1739.9,259.5
2,west bengal,1912,5.5,8.5,23.9,25.4,62.7,146.8,362.4,302.9,104.7,14.0,72.6,0.0,1129.4,14.0,112.0,916.9,86.6
3,chhattisgarh,1912,3.1,73.9,1.0,22.6,11.3,62.3,422.5,411.9,194.0,13.0,11.3,0.0,1227.0,77.0,34.9,1090.8,24.3
4,delhi,1912,43.4,12.5,9.0,9.2,2.8,26.5,161.1,134.2,119.5,0.0,10.5,0.5,529.3,55.9,21.0,441.4,11.0
5,goa,1912,0.0,0.0,0.0,4.1,28.9,671.0,1242.9,541.7,135.2,71.9,97.5,0.0,2793.3,0.0,33.0,2590.8,169.5
6,gujarat,1912,0.1,0.0,0.0,0.2,0.6,105.1,624.9,291.1,38.9,13.6,44.1,0.0,1118.5,0.1,0.8,1060.0,57.7
7,haryana,1912,43.4,12.5,9.0,9.2,2.8,26.5,161.1,134.2,119.5,0.0,10.5,0.5,529.3,55.9,21.0,441.4,11.0
8,himachal pradesh,1912,95.6,34.7,55.7,60.1,54.3,36.9,357.6,346.8,126.6,1.0,26.9,11.4,1207.6,130.3,170.1,867.9,39.3
9,jammu & kashmir,1912,169.8,39.7,107.5,102.8,61.1,22.9,192.7,152.9,14.0,4.6,21.4,47.3,936.7,209.5,271.4,382.5,73.3
10,jharkhand,1912,1.7,25.1,15.2,29.7,42.4,125.2,361.7,347.6,108.7,34.3,51.2,0.0,1142.9,26.9,87.4,943.2,85.5
11,karnataka,1912,0.63,5.7,0.9,38.27,57.43,321.43,593.2,376.17,147.1,171.93,55.33,0.17,1768.27,6.33,96.6,1437.93,227.4
12,kerala,1912,1.9,15.0,11.2,122.7,217.3,948.2,833.6,534.4,136.8,469.5,138.7,22.0,3451.3,16.9,351.1,2453.1,630.2
13,madhya pradesh,1912,5.25,27.2,0.15,2.6,2.65,41.8,391.35,318.95,130.3,1.5,54.9,2.2,978.95,32.4,5.4,882.5,58.6
14,maharashtra,1912,0.0,0.4,0.0,9.0,20.9,88.3,307.6,150.0,34.7,86.0,67.7,0.3,764.9,0.5,29.9,580.5,153.9
15,meghalaya,1912,9.0,57.8,126.1,301.0,250.2,482.7,567.0,453.4,236.8,181.5,68.4,9.5,2743.5,66.8,677.4,1739.9,259.5
16,orissa,1912,1.0,62.5,10.4,49.3,39.6,113.0,388.4,405.6,216.4,64.5,46.5,0.0,1397.2,63.5,99.3,1123.4,111.0
17,punjab,1912,53.3,5.2,8.5,19.9,10.0,10.6,173.3,197.4,37.5,0.0,18.5,2.2,536.4,58.5,38.3,418.9,20.7
18,rajasthan,1912,13.0,2.6,0.9,2.45,4.2,25.25,212.2,167.2,30.95,3.5,4.4,0.9,467.65,15.6,7.65,435.6,8.85
19,sikkim,1912,2.3,12.0,81.8,134.7,277.3,397.8,743.5,553.3,335.6,133.0,121.9,0.5,2793.6,14.3,493.8,2030.1,255.4
20,tamil nadu,1912,5.9,2.8,2.9,18.5,64.2,46.7,34.8,74.2,126.7,244.2,259.3,23.9,904.1,8.7,85.6,282.4,527.5
21,tripura,1912,1.0,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1,2308.8,37.7,656.2,1394.9,220.0
22,uttar pradesh,1912,20.25,6.65,7.5,4.9,11.9,44.05,287.3,251.95,186.2,0.4,19.85,0.95,842.05,26.95,24.35,769.5,21.2
23,uttarakhand,1912,79.0,31.1,44.5,27.8,51.4,103.1,333.5,423.2,259.3,2.2,26.9,12.3,1394.5,110.2,123.7,1119.2,41.5
24,bihar,1912,1.0,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1,2308.8,37.7,656.2,1394.9,220.0
25,arunachal pradesh,1912,1.0,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1,2308.8,37.7,656.2,1394.9,220.0
26,manipur,1912,1.0,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1,2308.8,37.7,656.2,1394.9,220.0
27,mizoram,1912,1.0,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1,2308.8,37.7,656.2,1394.9,220.0
28,nagaland,1912,1.0,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1,2308.8,37.7,656.2,1394.9,220.0
