,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1969,0.2,0.4,2.7,5.6,262.6,125.1,192.4,99.8,122.7,208.0,201.7,58.5,1279.7,0.7,270.8,540.0,468.2
1,arunachal pradesh,1969,19.2,10.0,33.8,127.0,202.3,412.3,405.1,333.9,241.4,42.9,34.8,15.1,1877.7,29.2,363.1,1392.7,92.8
2,assam,1969,27.4,1.8,99.7,178.7,254.1,567.2,461.1,446.7,185.4,80.9,27.5,1.8,2332.2,29.2,532.4,1660.3,110.2
3,west bengal,1969,8.1,3.95,33.0,78.85,181.15,322.3,413.35,433.1,366.05,45.85,28.65,0.1,1914.45,12.15,293.05,1534.75,74.6
4,bihar,1969,5.2,9.3,9.7,20.7,64.4,193.1,348.4,379.4,219.1,15.3,23.6,0.3,1288.6,14.5,94.8,1140.1,39.2
5,chhattisgarh,1969,6.0,1.6,0.6,18.7,46.2,121.8,442.4,291.4,211.4,18.5,6.0,7.9,1172.6,7.6,65.6,1067.0,32.5
6,delhi,1969,1.5,6.8,9.7,3.6,21.0,11.3,130.9,132.7,158.8,0.3,0.6,0.0,477.2,8.3,34.3,433.7,1.0
7,goa,1969,0.0,0.0,0.0,1.1,2.4,666.5,1282.2,527.1,586.0,37.9,23.2,0.9,3127.4,0.0,3.5,3061.8,62.1
8,gujarat,1969,0.0,0.2,0.0,0.0,0.0,100.5,331.3,154.6,191.9,0.0,7.2,3.2,789.0,0.3,0.0,778.3,10.4
9,haryana,1969,1.5,6.8,9.7,3.6,21.0,11.3,130.9,132.7,158.8,0.3,0.6,0.0,477.2,8.3,34.3,433.7,1.0
10,himachal pradesh,1969,66.0,78.6,72.7,130.4,111.0,31.0,201.8,306.7,117.2,8.4,2.4,1.5,1127.6,144.6,314.1,656.6,12.3
11,jammu & kashmir,1969,81.2,139.7,112.1,174.1,107.7,33.3,156.6,176.4,45.0,62.8,5.6,1.1,1095.6,220.9,393.9,411.3,69.5
12,jharkhand,1969,6.2,4.0,5.0,34.7,86.1,130.2,299.0,337.4,209.4,25.1,20.9,0.1,1158.1,10.2,125.8,976.0,46.1
13,karnataka,1969,0.0,0.0,2.53,32.5,64.13,298.33,564.83,287.9,256.07,150.63,55.83,13.47,1726.17,0.0,99.1,1407.13,219.93
14,kerala,1969,2.7,6.4,19.4,117.2,227.4,550.5,818.8,284.8,216.4,235.6,119.4,66.3,2665.0,9.1,364.0,1870.6,421.3
15,madhya pradesh,1969,7.0,1.5,0.55,0.45,5.25,44.8,473.4,394.35,212.4,0.0,39.5,0.15,1179.55,8.6,6.35,1125.0,39.65
16,maharashtra,1969,0.2,0.0,1.4,5.8,4.0,140.1,307.1,248.3,234.0,20.1,22.3,0.9,984.1,0.2,11.3,929.5,43.2
17,meghalaya,1969,27.4,1.8,99.7,178.7,254.1,567.2,461.1,446.7,185.4,80.9,27.5,1.8,2332.2,29.2,532.4,1660.3,110.2
18,orissa,1969,0.7,1.0,4.0,27.3,80.7,158.6,432.5,293.5,197.7,41.8,38.9,6.4,1283.2,1.7,112.1,1082.3,87.1
19,punjab,1969,14.2,21.7,24.4,12.0,17.2,10.8,145.9,122.9,120.9,1.1,3.7,0.0,494.8,35.9,53.6,400.5,4.9
20,rajasthan,1969,2.25,1.15,1.4,1.45,3.8,9.85,137.6,151.0,66.35,0.55,1.1,0.0,376.55,3.4,6.65,364.8,1.65
21,sikkim,1969,11.5,2.8,45.1,77.5,273.3,504.8,550.5,448.2,431.2,45.8,34.1,0.0,2424.9,14.4,396.0,1934.6,79.9
22,tamil nadu,1969,1.5,7.2,3.5,32.1,57.0,30.4,60.9,139.7,36.8,275.1,190.5,127.1,961.8,8.7,92.6,267.8,592.7
23,tripura,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0.0,3610.0,22.4,387.9,3050.2,149.5
24,uttar pradesh,1969,4.3,2.8,6.45,5.9,26.95,38.15,340.75,292.3,215.85,3.6,14.35,0.0,951.35,7.1,39.3,887.1,17.9
25,uttarakhand,1969,79.8,43.1,49.0,60.7,77.0,89.6,381.0,483.5,345.6,25.3,0.2,1.0,1635.7,122.9,186.7,1299.6,26.5
26,manipur,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0.0,3610.0,22.4,387.9,3050.2,149.5
27,mizoram,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0.0,3610.0,22.4,387.9,3050.2,149.5
28,nagaland,1969,20.1,2.4,124.6,189.8,73.5,606.6,868.3,1347.2,228.1,126.3,23.2,0.0,3610.0,22.4,387.9,3050.2,149.5
