,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andhra pradesh,1919,41.3,22.9,10.4,23.6,70.0,111.2,194.8,118.6,161.8,194.5,183.6,8.7,1141.4,64.2,104.0,586.4,386.8
1,arunachal pradesh,1919,34.5,67.8,28.5,256.9,420.6,973.6,999.0,286.7,628.7,948.3,40.7,8.6,4693.9,102.3,706.0,2888.0,997.6
2,assam,1919,13.1,12.4,22.6,162.1,266.9,485.5,459.0,249.1,441.6,185.7,42.5,3.6,2344.2,25.5,451.6,1635.3,231.9
3,west bengal,1919,30.75,12.15,8.0,77.6,151.55,432.0,501.5,335.9,333.55,109.25,20.9,0.2,2013.35,42.95,237.15,1602.95,130.3
4,bihar,1919,40.2,7.7,3.8,11.6,42.3,195.0,417.8,230.1,244.8,58.6,0.0,0.7,1252.7,47.9,57.6,1087.9,59.4
5,chhattisgarh,1919,98.3,65.2,30.1,13.5,33.0,396.5,392.9,511.2,152.4,150.6,13.9,1.4,1859.0,163.5,76.6,1453.1,165.8
6,delhi,1919,61.0,2.7,8.4,2.3,14.8,7.0,208.7,172.1,50.6,0.0,3.4,22.8,553.7,63.8,25.4,438.3,26.2
7,goa,1919,2.5,0.0,0.0,0.0,9.6,643.6,1120.2,643.5,276.8,124.5,20.6,10.5,2851.7,2.5,9.6,2684.0,155.6
8,gujarat,1919,6.1,0.1,0.0,1.3,2.1,110.0,335.9,481.2,78.1,33.0,19.6,0.0,1067.4,6.2,3.5,1005.2,52.6
9,haryana,1919,61.0,2.7,8.4,2.3,14.8,7.0,208.7,172.1,50.6,0.0,3.4,22.8,553.7,63.8,25.4,438.3,26.2
10,himachal pradesh,1919,141.3,47.4,75.6,60.4,43.5,80.1,417.3,227.8,66.5,0.7,9.8,42.9,1213.1,188.6,179.4,791.7,53.3
11,jammu & kashmir,1919,187.7,98.3,121.6,73.3,49.5,36.9,247.2,208.5,37.7,1.4,0.3,126.8,1189.2,285.9,244.4,530.4,128.5
12,jharkhand,1919,102.9,16.2,23.5,19.0,67.9,367.3,331.8,398.2,215.7,87.4,3.4,0.1,1633.5,119.1,110.4,1313.0,91.0
13,karnataka,1919,5.13,0.1,2.6,14.23,79.63,315.6,400.17,260.7,220.6,134.13,113.77,5.5,1552.2,5.2,96.5,1197.03,253.47
14,kerala,1919,43.0,6.1,33.9,65.9,247.0,636.8,648.0,484.2,255.9,249.2,280.1,53.0,3003.3,49.2,346.8,2025.0,582.3
15,madhya pradesh,1919,82.25,15.7,5.6,6.7,17.05,161.4,405.0,629.05,87.75,60.65,16.4,2.55,1489.95,97.9,29.3,1283.2,79.55
16,maharashtra,1919,3.0,0.5,1.2,2.7,38.2,173.5,198.9,153.8,231.7,45.1,28.4,1.9,879.1,3.5,42.2,757.9,75.5
17,meghalaya,1919,13.1,12.4,22.6,162.1,266.9,485.5,459.0,249.1,441.6,185.7,42.5,3.6,2344.2,25.5,451.6,1635.3,231.9
18,orissa,1919,59.8,56.6,29.5,30.2,72.0,332.3,354.7,492.2,138.3,89.8,99.7,2.8,1758.1,116.4,131.7,1317.6,192.4
19,punjab,1919,81.4,12.3,11.1,4.9,11.9,6.4,202.0,137.0,46.2,0.4,3.3,32.9,549.9,93.7,27.9,391.7,36.5
20,rajasthan,1919,21.45,0.8,0.7,5.35,10.65,16.25,180.35,254.15,37.15,0.15,13.8,5.15,546.0,22.3,16.75,487.9,19.1
21,sikkim,1919,19.6,5.0,5.5,93.4,177.8,558.0,704.0,285.9,518.2,170.5,6.1,0.4,2544.5,24.6,276.7,2066.1,177.0
22,tamil nadu,1919,22.9,0.8,16.2,25.0,88.5,49.9,87.8,51.6,162.7,152.4,264.4,106.4,1028.6,23.7,129.7,352.0,523.2
23,tripura,1919,17.5,18.1,17.3,151.1,132.7,358.4,403.5,372.9,375.0,111.1,84.8,5.7,2047.9,35.6,301.0,1509.7,201.6
24,uttar pradesh,1919,57.4,7.0,3.1,6.15,13.2,44.15,329.4,309.5,179.25,35.6,1.9,9.55,996.25,64.35,22.45,862.3,47.05
25,uttarakhand,1919,158.9,46.7,44.1,40.2,51.0,278.4,372.5,295.9,242.6,14.2,9.7,29.1,1583.1,205.6,135.2,1189.4,52.9
26,manipur,1919,17.5,18.1,17.3,151.1,132.7,358.4,403.5,372.9,375.0,111.1,84.8,5.7,2047.9,35.6,301.0,1509.7,201.6
27,mizoram,1919,17.5,18.1,17.3,151.1,132.7,358.4,403.5,372.9,375.0,111.1,84.8,5.7,2047.9,35.6,301.0,1509.7,201.6
28,nagaland,1919,17.5,18.1,17.3,151.1,132.7,358.4,403.5,372.9,375.0,111.1,84.8,5.7,2047.9,35.6,301.0,1509.7,201.6
