,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1964,65.5,21.9,3.1,18.1,530.6,465.3,287.3,472.1,521.2,218.9,349.2,101.6,3054.8,87.4,551.8,1745.9,669.8
1,arunachal pradesh,1964,55.4,90.3,81.1,219.7,286.4,1432.8,1506.1,492.1,465.1,246.2,12.2,71.9,4959.3,145.7,587.2,3896.1,330.3
2,assam & meghalaya,1964,9.6,22.6,80.7,268.3,297.4,557.9,600.3,340.4,326.3,205.1,8.3,12.8,2729.6,32.2,646.4,1824.8,226.2
3,naga mani mizo tripura,1964,4.0,37.1,67.9,280.6,303.2,357.8,484.4,242.0,213.3,284.7,46.3,7.5,2328.7,41.1,651.7,1297.4,338.4
4,sub himalayan west bengal & sikkim,1964,0.0,1.2,9.4,127.0,184.7,613.2,959.1,445.6,486.8,151.0,3.4,0.1,2981.4,1.2,321.0,2504.7,154.5
5,gangetic west bengal,1964,2.7,11.1,18.0,58.3,84.7,136.2,404.2,211.3,219.9,124.0,8.0,0.0,1278.5,13.8,161.1,971.6,132.0
6,orissa,1964,1.7,28.3,11.9,33.2,48.8,142.5,372.4,427.9,195.5,84.1,8.2,0.0,1354.7,30.0,94.0,1138.3,92.3
7,jharkhand,1964,2.2,12.2,4.7,18.9,53.8,200.4,306.4,262.0,214.4,71.5,3.9,0.0,1150.3,14.3,77.4,983.2,75.4
8,bihar,1964,1.4,3.3,2.4,21.9,59.3,134.7,453.6,157.7,219.0,66.3,2.7,0.0,1122.5,4.7,83.6,965.1,69.1
9,east uttar pradesh,1964,1.6,6.6,0.2,3.7,43.4,82.9,398.7,179.9,292.2,18.3,0.8,8.5,1036.6,8.2,47.3,953.6,27.6
10,west uttar pradesh,1964,2.3,0.8,1.9,0.6,20.2,38.8,416.3,246.7,261.0,1.6,0.2,11.6,1002.0,3.1,22.6,962.9,13.4
11,uttarakhand,1964,89.7,72.5,75.0,48.4,95.2,162.7,463.8,402.0,327.6,1.3,0.0,31.3,1769.6,162.2,218.6,1356.2,32.6
12,haryana delhi & chandigarh,1964,4.7,1.5,0.9,0.4,14.6,8.8,370.7,191.5,111.2,0.6,0.1,6.0,710.9,6.2,15.9,682.1,6.7
13,punjab,1964,11.0,5.7,3.9,5.2,19.2,10.2,359.3,189.8,95.0,0.0,0.0,9.6,708.8,16.7,28.2,654.3,9.6
14,himachal pradesh,1964,176.6,58.8,83.6,97.7,86.8,86.2,278.9,246.8,197.1,0.1,1.8,39.6,1354.1,235.5,268.2,809.1,41.4
15,jammu & kashmir,1964,126.2,60.7,96.0,134.6,41.3,92.7,167.4,99.4,64.0,1.3,4.6,58.0,946.2,186.9,272.0,423.5,63.9
16,west rajasthan,1964,0.6,0.3,0.5,0.4,13.7,25.4,138.9,140.5,16.4,0.1,0.0,0.6,337.3,0.9,14.6,321.2,0.7
17,east rajasthan,1964,0.0,0.0,0.0,0.1,30.6,42.0,211.1,289.6,71.7,0.1,0.0,1.0,646.3,0.0,30.7,614.5,1.2
18,west madhya pradesh,1964,0.0,0.0,2.2,0.0,7.7,111.7,278.8,312.2,163.3,2.8,0.0,1.2,880.1,0.1,10.0,866.0,4.1
19,east madhya pradesh,1964,0.2,8.1,2.2,1.3,2.5,131.5,360.1,433.0,226.0,21.3,0.9,0.2,1187.3,8.3,6.0,1150.6,22.4
20,gujarat region,1964,0.1,0.0,0.0,0.0,4.0,106.2,371.0,296.3,114.6,0.5,0.0,0.0,892.7,0.1,4.0,888.1,0.5
21,saurashtra & kutch,1964,0.2,0.0,0.0,0.0,1.6,105.5,168.4,184.9,78.8,0.1,0.0,0.0,539.5,0.2,1.6,537.6,0.1
22,konkan & goa,1964,0.0,0.0,0.0,0.9,5.2,690.3,908.3,1031.8,378.9,158.0,18.9,0.4,3192.7,0.0,6.1,3009.4,177.3
23,madhya maharashtra,1964,0.0,0.0,4.1,6.2,7.0,139.8,238.9,242.3,223.1,60.0,23.3,0.9,945.7,0.0,17.3,844.0,84.3
24,matathwada,1964,0.0,0.2,5.1,1.5,1.3,120.3,246.5,150.7,219.9,20.1,15.0,0.0,780.6,0.2,7.9,737.5,35.1
25,vidarbha,1964,0.0,2.0,3.0,1.3,0.6,166.0,259.5,357.9,176.8,40.8,2.3,0.6,1010.7,2.0,4.8,960.2,43.7
26,chhattisgarh,1964,1.0,21.9,3.9,6.5,4.5,269.2,371.6,515.3,201.8,109.1,4.1,0.0,1509.1,23.0,14.9,1358.0,113.3
27,coastal andhra pradesh,1964,0.7,11.2,1.1,6.0,33.5,116.9,170.1,226.4,353.6,76.2,64.6,0.7,1061.0,11.9,40.6,867.0,141.5
28,telangana,1964,0.0,0.2,5.5,2.1,0.7,109.1,186.3,232.3,302.4,41.7,7.2,0.0,887.5,0.2,8.3,830.1,48.9
29,rayalseema,1964,0.0,0.0,0.0,2.0,12.0,56.6,213.4,89.4,225.2,51.0,128.4,13.6,791.6,0.0,13.9,584.5,193.1
30,tamil nadu,1964,1.6,1.2,15.5,11.4,56.8,31.3,174.7,100.8,92.3,187.7,166.4,70.9,910.6,2.7,83.8,399.1,424.9
31,coastal karnataka,1964,0.0,0.0,2.6,5.8,23.4,631.7,864.0,978.1,363.9,200.2,53.1,17.6,3140.5,0.0,31.8,2837.8,271.0
32,north interior karnataka,1964,0.0,0.8,4.3,16.9,14.6,97.6,211.7,129.2,289.1,110.8,22.4,2.4,899.8,0.8,35.8,727.6,135.6
33,south interior karnataka,1964,0.0,0.1,0.7,23.6,51.0,122.2,280.0,305.4,182.7,121.5,78.4,3.8,1169.4,0.1,75.2,890.3,203.7
34,kerala,1964,1.1,7.8,67.2,83.3,94.8,379.4,754.2,548.0,398.2,325.7,191.7,17.8,2869.1,8.8,245.2,2079.8,535.2
35,lakshadweep,1964,2.5,3.5,5.2,40.4,64.2,376.1,407.0,174.6,342.5,120.9,90.8,24.0,1651.7,6.0,109.8,1300.2,235.7
