,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1958,22.9,14.3,30.4,24.6,355.1,530.7,440.7,388.4,350.6,265.2,313.8,70.7,2807.4,37.2,410.2,1710.4,649.6
1,arunachal pradesh,1958,98.4,67.5,32.9,138.5,698.6,511.2,457.7,1664.6,705.2,669.4,2.5,17.0,5063.5,165.9,870.0,3338.7,688.9
2,assam & meghalaya,1958,18.8,44.2,10.3,192.4,545.2,393.2,361.1,546.9,278.7,212.4,4.6,18.7,2626.4,63.0,747.9,1579.8,235.7
3,naga mani mizo tripura,1958,6.2,87.2,18.3,93.7,400.6,256.4,308.3,254.8,299.5,238.5,2.3,2.7,1968.6,93.4,512.6,1119.0,243.5
4,sub himalayan west bengal & sikkim,1958,8.1,17.5,14.8,120.6,269.4,487.8,500.3,898.1,353.2,145.6,1.8,3.0,2820.3,25.6,404.8,2239.4,150.4
5,gangetic west bengal,1958,12.7,25.6,13.3,37.9,58.3,95.2,280.1,215.1,294.7,109.3,8.9,0.0,1151.1,38.4,109.5,885.1,118.2
6,orissa,1958,11.5,42.8,16.0,32.8,39.0,125.2,404.1,319.1,364.2,217.4,51.8,0.1,1624.0,54.3,87.8,1212.6,269.3
7,jharkhand,1958,11.5,39.8,20.0,24.8,12.2,93.6,336.1,263.3,267.2,111.3,0.7,0.0,1180.5,51.3,56.9,960.3,112.0
8,bihar,1958,16.0,2.7,4.7,26.4,16.1,120.7,222.8,451.1,224.2,81.5,0.7,0.6,1167.4,18.7,47.2,1018.8,82.7
9,east uttar pradesh,1958,14.6,3.2,5.8,4.4,1.3,52.6,247.3,388.5,184.4,111.9,0.0,2.9,1016.9,17.8,11.5,872.8,114.8
10,west uttar pradesh,1958,7.7,2.8,3.5,5.5,0.7,42.1,397.1,327.3,246.7,122.4,0.2,9.4,1165.3,10.5,9.6,1013.2,132.0
11,uttarakhand,1958,59.2,16.5,38.7,23.3,26.3,95.3,436.6,436.2,233.4,78.9,2.5,52.1,1499.0,75.6,88.3,1201.5,133.6
12,haryana delhi & chandigarh,1958,4.1,0.7,5.4,1.9,4.4,17.0,150.0,182.7,273.4,21.8,1.0,10.6,673.0,4.8,11.7,623.1,33.4
13,punjab,1958,9.5,3.5,6.9,4.4,0.4,28.0,186.2,128.4,372.3,43.4,0.0,45.0,828.0,13.0,11.7,714.8,88.5
14,himachal pradesh,1958,84.0,22.4,72.8,61.7,65.0,34.7,452.0,265.3,265.9,75.2,2.2,171.1,1572.3,106.4,199.4,1017.9,248.6
15,jammu & kashmir,1958,38.7,85.8,116.0,101.0,91.6,34.5,253.5,265.1,229.3,25.3,16.3,93.3,1350.4,124.5,308.6,782.5,134.8
16,west rajasthan,1958,2.2,0.0,0.3,0.4,3.2,15.5,69.2,25.0,123.6,4.5,14.7,5.5,264.1,2.2,3.8,233.3,24.7
17,east rajasthan,1958,3.9,0.7,0.8,0.5,1.4,46.2,288.8,153.9,224.8,14.5,6.1,1.1,742.7,4.6,2.7,713.7,21.7
18,west madhya pradesh,1958,3.2,1.3,1.4,3.2,0.9,82.5,383.6,284.0,271.1,57.7,10.1,0.7,1099.7,4.5,5.6,1021.2,68.5
19,east madhya pradesh,1958,8.1,17.0,14.2,6.0,1.3,65.7,435.8,273.6,236.6,109.6,3.5,0.1,1171.6,25.1,21.5,1011.8,113.1
