,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1996,52.2,4.8,3.4,122.7,298.0,559.2,335.5,328.0,541.6,318.5,254.2,178.8,2996.9,57.0,424.1,1764.3,751.5
1,arunachal pradesh,1996,35.7,56.2,163.6,171.4,398.2,316.2,593.0,372.1,191.2,212.5,9.1,1.4,2520.5,91.8,733.1,1472.5,223.0
2,assam & meghalaya,1996,12.8,23.2,101.6,99.2,415.6,397.7,499.6,421.8,224.4,267.2,3.5,0.2,2466.9,36.0,616.4,1543.5,271.0
3,naga mani mizo tripura,1996,8.1,30.0,153.9,97.3,284.2,314.0,395.1,363.5,341.3,179.7,18.8,8.7,2194.5,38.1,535.3,1413.9,207.2
4,sub himalayan west bengal & sikkim,1996,30.9,34.2,59.5,85.0,401.7,334.6,863.6,545.1,337.9,107.3,0.4,0.0,2800.3,65.1,546.1,2081.3,107.8
5,gangetic west bengal,1996,11.0,13.2,10.4,39.2,67.5,336.0,251.3,472.0,143.5,155.9,4.1,0.0,1504.0,24.2,117.0,1202.7,160.0
6,orissa,1996,14.6,10.1,11.7,28.1,28.6,211.9,264.8,319.4,113.2,49.9,8.4,0.9,1061.8,24.8,68.4,909.3,59.3
7,jharkhand,1996,17.1,24.4,4.9,8.0,18.5,302.7,274.1,384.3,133.6,23.9,0.1,0.0,1191.7,41.5,31.4,1094.8,24.1
8,bihar,1996,26.0,21.7,0.2,3.0,18.2,220.1,238.5,350.9,162.5,66.2,0.0,0.0,1107.2,47.7,21.4,972.0,66.2
9,east uttar pradesh,1996,55.6,39.6,0.6,2.5,1.2,145.1,201.0,337.9,147.1,79.8,0.0,0.0,1010.3,95.2,4.3,831.0,79.8
10,west uttar pradesh,1996,24.8,55.8,2.7,0.4,3.7,86.1,210.3,350.4,170.7,36.2,0.0,0.0,941.2,80.6,6.9,817.5,36.2
11,uttarakhand,1996,49.7,89.6,67.1,28.4,18.3,181.6,308.1,441.1,185.6,31.4,0.5,0.0,1401.4,139.4,113.8,1116.4,31.9
12,haryana delhi & chandigarh,1996,16.0,30.5,11.6,0.6,5.1,109.4,85.8,249.2,116.3,19.9,0.0,0.3,644.6,46.5,17.3,560.7,20.2
13,punjab,1996,32.7,38.9,19.0,2.8,3.7,118.6,87.9,194.1,72.4,18.8,0.0,0.7,589.7,71.6,25.5,473.0,19.6
14,himachal pradesh,1996,118.6,117.8,112.5,50.6,68.5,173.7,210.6,348.3,138.5,38.3,0.6,6.4,1384.4,236.4,231.6,871.1,45.3
15,jammu & kashmir,1996,127.5,115.7,213.6,85.4,125.5,182.0,136.0,441.5,52.3,96.4,25.8,18.8,1620.4,243.2,424.4,811.8,141.0
16,west rajasthan,1996,2.2,3.2,2.5,2.3,22.0,143.2,47.6,64.2,16.9,3.7,0.0,0.0,307.9,5.4,26.8,271.9,3.8
17,east rajasthan,1996,3.8,5.2,1.4,3.0,8.5,118.2,202.6,256.0,103.4,13.2,0.3,0.0,715.7,9.0,12.9,680.2,13.5
18,west madhya pradesh,1996,10.3,4.7,2.2,0.4,1.4,48.6,438.5,366.3,154.7,57.3,1.1,0.0,1085.4,15.0,4.0,1008.0,58.4
19,east madhya pradesh,1996,39.1,15.9,3.5,1.9,0.9,67.2,312.4,369.5,129.0,47.3,0.0,0.0,986.6,55.0,6.2,878.1,47.3
20,gujarat region,1996,1.0,0.0,0.0,0.0,0.0,123.9,374.6,228.5,151.3,23.3,0.1,0.0,902.8,1.0,0.0,878.3,23.4
21,saurashtra & kutch,1996,0.4,0.0,0.0,0.1,0.0,137.1,162.1,23.9,11.8,39.0,0.0,0.0,374.4,0.4,0.2,334.9,39.0
22,konkan & goa,1996,0.1,0.0,0.0,0.6,1.4,535.7,1232.0,594.6,308.4,245.9,1.2,0.9,2920.7,0.1,1.9,2670.8,248.0
23,madhya maharashtra,1996,0.1,0.0,0.1,4.1,5.7,162.3,281.0,184.1,161.4,171.3,4.8,0.4,975.2,0.1,9.9,788.7,176.5
24,matathwada,1996,0.1,0.0,0.3,10.6,1.6,55.8,186.6,246.4,229.8,118.9,4.4,0.4,855.0,0.1,12.5,718.6,123.8
25,vidarbha,1996,2.2,3.7,3.6,9.3,0.7,64.4,266.0,261.1,149.8,92.2,1.9,0.0,855.0,5.9,13.6,741.4,94.1
26,chhattisgarh,1996,11.1,5.6,3.6,4.8,2.2,195.2,352.4,429.4,156.8,25.0,0.8,0.2,1187.0,16.7,10.6,1133.8,26.0
27,coastal andhra pradesh,1996,3.4,5.8,4.4,23.7,23.8,236.8,206.9,225.2,160.5,240.0,68.9,11.4,1210.9,9.3,51.9,829.4,320.3
28,telangana,1996,0.0,7.9,4.7,31.1,13.6,115.9,264.1,295.9,160.2,72.4,13.2,7.8,986.8,7.9,49.4,836.1,93.4
29,rayalseema,1996,0.0,0.9,2.4,36.6,32.9,270.7,72.2,183.8,210.1,279.2,44.3,144.6,1277.7,0.9,71.9,736.8,468.1
30,tamil nadu,1996,7.6,3.6,5.0,91.5,34.0,125.3,55.4,112.4,141.2,149.7,106.0,237.6,1069.4,11.3,130.5,434.3,493.3
31,coastal karnataka,1996,0.3,0.0,0.4,20.3,26.2,787.0,1122.6,617.9,289.3,259.5,27.5,37.8,3188.9,0.3,46.9,2816.8,324.9
32,north interior karnataka,1996,0.0,0.0,0.5,20.5,25.1,138.5,98.2,165.2,199.5,154.2,7.5,2.6,811.8,0.0,46.1,601.4,164.3
33,south interior karnataka,1996,1.1,0.2,1.5,49.8,52.8,204.4,187.3,187.4,188.3,132.9,10.9,27.5,1044.0,1.3,104.0,767.5,171.2
34,kerala,1996,2.8,9.1,14.4,124.3,74.3,572.4,696.0,327.4,342.7,294.1,89.9,62.5,2610.0,11.8,213.0,1938.5,446.6
35,lakshadweep,1996,44.7,1.1,1.6,17.4,50.0,427.1,335.3,197.3,230.4,109.0,60.5,131.6,1606.0,45.8,69.0,1190.1,301.1
