,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1930,87.4,105.4,131.2,10.9,231.5,533.6,317.9,446.7,677.2,82.3,249.4,201.6,3075.1,192.8,373.6,1975.4,533.3
1,arunachal pradesh,1930,64.4,84.3,202.5,565.4,148.9,720.9,376.2,1055.5,637.0,361.1,93.2,24.9,4334.1,148.7,916.8,2789.5,479.1
2,assam & meghalaya,1930,18.0,41.0,99.8,199.4,209.8,686.9,287.8,438.5,299.1,149.9,114.4,6.2,2550.7,59.0,509.0,1712.4,270.4
3,naga mani mizo tripura,1930,22.6,53.6,107.5,161.0,223.1,506.6,438.2,385.6,256.7,100.8,230.7,1.0,2487.4,76.3,491.6,1587.0,332.5
4,sub himalayan west bengal & sikkim,1930,17.6,19.9,51.7,61.3,192.3,495.1,346.1,475.8,329.6,140.4,52.0,2.4,2184.5,37.5,305.4,1646.7,194.9
5,gangetic west bengal,1930,1.8,12.1,19.9,18.6,86.3,186.9,410.7,307.3,200.1,41.1,95.1,1.1,1380.8,13.8,124.8,1105.0,137.3
6,orissa,1930,0.2,12.1,9.9,33.4,38.0,177.5,357.5,333.7,287.5,50.5,143.1,2.7,1446.4,12.4,81.4,1156.3,196.3
7,jharkhand,1930,0.9,4.3,7.7,18.1,16.5,125.5,506.8,361.4,222.8,44.5,121.1,4.4,1434.0,5.2,42.3,1216.5,170.0
8,bihar,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24.0,10.4,1114.3,19.2,48.8,981.5,64.8
9,east uttar pradesh,1930,11.3,16.8,5.2,3.5,6.1,54.2,367.0,265.0,284.8,38.6,3.5,13.4,1069.5,28.1,14.8,971.1,55.6
10,west uttar pradesh,1930,23.8,18.3,0.6,2.6,4.3,64.0,369.6,219.7,50.4,30.9,0.2,4.0,788.1,42.1,7.4,703.6,35.1
11,uttarakhand,1930,65.7,72.7,52.1,34.8,39.6,126.5,399.7,348.3,76.5,21.6,8.1,25.6,1271.2,138.4,126.5,950.9,55.3
12,haryana delhi & chandigarh,1930,28.4,11.4,4.0,1.8,3.4,68.6,266.5,78.4,32.3,2.8,0.9,2.1,500.5,39.8,9.2,445.9,5.7
13,punjab,1930,25.6,27.0,6.7,13.3,7.1,55.0,258.4,57.4,91.7,1.1,0.2,13.9,557.2,52.5,27.1,462.4,15.1
14,himachal pradesh,1930,98.8,64.1,52.7,87.7,28.2,120.8,424.5,307.0,77.7,13.0,5.2,25.7,1305.5,163.0,168.6,930.0,43.9
15,jammu & kashmir,1930,201.8,116.1,114.6,209.2,53.1,55.1,211.0,105.9,49.0,43.7,0.9,7.6,1168.0,317.9,376.9,421.1,52.2
16,west rajasthan,1930,2.5,1.2,0.7,1.8,16.7,47.1,100.3,45.2,8.1,6.3,0.1,0.0,230.1,3.7,19.2,200.7,6.4
17,east rajasthan,1930,16.7,1.0,0.2,0.4,22.2,72.7,296.9,158.7,40.4,51.9,0.1,0.0,661.3,17.7,22.8,568.8,52.1
18,west madhya pradesh,1930,3.0,0.3,0.0,2.2,5.1,96.4,392.8,183.5,167.1,36.9,0.6,0.3,888.2,3.3,7.3,839.8,37.8
19,east madhya pradesh,1930,2.1,3.5,3.0,31.3,6.9,134.0,597.9,268.4,109.2,33.9,5.2,8.5,1203.9,5.5,41.3,1109.5,47.6
20,gujarat region,1930,2.0,0.2,0.2,0.1,1.1,160.2,426.0,152.9,102.8,48.2,0.0,0.9,894.7,2.2,1.5,841.9,49.1
21,saurashtra & kutch,1930,4.8,0.5,0.0,0.1,1.8,124.1,225.0,38.2,38.5,17.1,0.0,0.1,450.2,5.3,1.8,425.8,17.3
22,konkan & goa,1930,0.0,0.2,0.1,0.3,12.5,1024.9,690.5,427.3,542.6,136.2,10.6,0.6,2845.7,0.2,12.8,2685.3,147.4
23,madhya maharashtra,1930,0.0,0.0,0.7,3.2,29.8,178.1,233.7,106.5,247.0,87.4,37.7,5.0,929.1,0.0,33.6,765.3,130.1
24,matathwada,1930,0.0,1.0,1.7,13.0,4.1,132.2,49.6,75.7,281.0,64.6,17.1,0.3,640.3,1.0,18.8,538.5,82.0
25,vidarbha,1930,0.0,5.3,1.2,27.4,4.4,181.3,252.9,194.4,233.2,44.8,36.3,1.9,983.1,5.3,33.0,861.8,83.0
26,chhattisgarh,1930,0.0,4.0,13.5,43.3,7.9,190.9,517.4,285.0,185.3,37.3,93.9,5.1,1383.5,4.0,64.7,1178.6,136.2
27,coastal andhra pradesh,1930,0.5,32.4,6.6,23.2,117.3,189.6,112.4,133.0,136.7,284.1,181.9,5.1,1222.7,32.9,147.1,571.6,471.1
28,telangana,1930,0.0,14.7,5.4,13.5,1.7,184.9,131.1,144.7,215.6,60.0,64.3,0.0,835.8,14.7,20.6,676.2,124.3
29,rayalseema,1930,15.6,33.9,8.3,7.6,169.6,98.1,45.6,33.1,137.3,245.8,156.6,44.0,995.5,49.5,185.5,314.1,446.4
30,tamil nadu,1930,53.6,60.3,21.4,34.4,165.7,68.9,38.9,66.7,94.2,436.1,186.5,48.7,1275.4,113.9,221.4,268.7,671.4
31,coastal karnataka,1930,1.2,0.2,0.0,19.3,171.5,910.9,706.8,420.8,401.2,254.1,14.2,12.6,2913.0,1.4,190.8,2439.7,281.0
32,north interior karnataka,1930,0.0,0.3,3.1,9.5,56.2,94.1,61.0,61.1,189.4,130.8,22.8,4.3,632.7,0.3,68.9,405.6,157.9
33,south interior karnataka,1930,5.2,6.6,10.8,27.0,156.8,126.9,117.2,85.5,150.5,253.9,40.9,12.1,993.3,11.8,194.5,480.1,306.9
34,kerala,1930,10.8,10.8,39.0,102.7,404.9,633.1,401.7,273.4,411.5,433.9,207.0,89.2,3018.0,21.6,546.5,1719.7,730.2
35,lakshadweep,1930,14.0,24.6,14.2,0.0,110.6,277.5,115.5,186.4,193.0,170.6,79.6,72.4,1258.4,38.6,124.8,772.4,322.6
