,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1967,164.6,21.6,30.0,63.4,516.4,340.8,537.8,614.3,303.5,427.5,99.7,97.0,3216.4,186.2,609.7,1796.4,624.1
1,arunachal pradesh,1967,13.3,45.5,147.9,96.6,164.0,253.1,434.5,220.8,212.8,58.5,10.0,11.5,1668.5,58.8,408.5,1121.2,80.0
2,assam & meghalaya,1967,11.4,37.3,105.9,112.0,287.5,395.7,497.7,258.9,300.6,97.6,14.5,4.2,2123.4,48.8,505.4,1452.9,116.3
3,naga mani mizo tripura,1967,51.5,33.6,129.5,195.8,247.8,311.7,388.0,334.0,341.3,184.8,10.9,1.1,2229.9,85.0,573.1,1374.9,196.8
4,sub himalayan west bengal & sikkim,1967,2.3,0.1,98.8,85.3,213.7,727.5,901.6,274.1,409.4,128.7,7.9,11.1,2860.5,2.4,397.8,2312.6,147.7
5,gangetic west bengal,1967,52.5,3.3,44.9,65.3,53.0,131.6,247.8,368.8,326.2,52.3,1.3,1.4,1348.4,55.8,163.2,1074.4,55.0
6,orissa,1967,70.9,0.4,87.7,40.9,25.7,233.3,315.3,340.7,281.8,18.3,1.8,10.7,1427.5,71.4,154.3,1171.0,30.8
7,jharkhand,1967,8.6,1.0,39.9,24.2,43.7,71.9,283.5,450.8,268.5,19.8,1.1,12.3,1225.3,9.6,107.8,1074.6,33.2
8,bihar,1967,0.2,0.1,38.6,30.6,23.6,80.7,278.2,282.1,253.8,10.3,0.1,1.5,999.9,0.2,92.8,894.8,12.0
9,east uttar pradesh,1967,2.1,0.1,30.5,9.2,8.1,81.0,264.7,443.3,155.9,2.7,0.7,31.0,1029.4,2.2,47.8,945.0,34.4
10,west uttar pradesh,1967,0.5,0.1,34.4,1.3,3.8,51.8,263.6,509.6,223.5,4.8,2.1,61.6,1157.2,0.6,39.4,1048.6,68.5
11,uttarakhand,1967,11.0,35.0,112.5,26.0,23.2,122.6,436.3,518.7,146.5,22.0,22.4,79.9,1556.2,46.1,161.7,1224.0,124.3
