,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,arunachal pradesh,1948,35.6,119.5,136.1,441.1,1168.6,889.5,2362.8,603.3,350.4,150.1,52.7,21.4,6331.1,155.1,1745.8,4206.0,224.2
1,assam & meghalaya,1948,10.1,42.4,59.5,260.4,681.2,599.4,534.8,448.3,314.4,176.6,50.6,7.8,3185.4,52.5,1001.1,1896.8,234.9
2,naga mani mizo tripura,1948,5.5,65.1,54.3,206.5,468.4,410.3,500.1,472.5,424.2,140.0,71.4,3.7,2822.1,70.6,729.3,1807.2,215.1
3,sub himalayan west bengal & sikkim,1948,0.5,15.5,21.5,178.3,357.5,556.3,798.0,415.5,349.2,185.8,57.1,1.3,2936.6,15.9,557.3,2119.1,244.2
4,gangetic west bengal,1948,13.2,44.9,48.4,52.6,135.9,200.4,268.4,323.6,214.3,116.7,113.6,0.0,1532.1,58.1,236.9,1006.8,230.3
5,orissa,1948,14.0,36.1,13.5,28.5,60.7,164.8,289.4,312.4,257.6,82.5,74.2,0.2,1333.8,50.1,102.7,1024.1,156.9
6,jharkhand,1948,26.7,18.7,17.7,8.4,47.0,185.9,386.0,318.0,207.3,96.9,89.9,0.2,1402.6,45.4,73.1,1097.1,187.0
7,bihar,1948,11.1,7.5,3.6,11.3,46.3,114.6,409.0,329.8,248.9,81.0,36.2,0.0,1299.2,18.6,61.2,1102.2,117.2
8,east uttar pradesh,1948,28.3,9.9,0.5,0.7,14.0,100.2,420.4,391.7,275.5,66.8,15.1,0.0,1323.1,38.2,15.3,1187.8,81.9
9,west uttar pradesh,1948,37.2,18.8,11.9,0.3,5.3,9.2,310.3,422.8,179.7,22.5,9.6,0.5,1028.1,56.0,17.4,922.0,32.7
10,uttarakhand,1948,1.6,103.0,121.6,23.8,35.1,53.2,337.1,592.5,205.1,50.7,3.1,8.7,1535.4,104.5,180.5,1187.8,62.5
11,haryana delhi & chandigarh,1948,34.4,31.4,18.8,1.1,4.8,16.0,212.4,233.0,34.6,4.3,0.9,0.3,592.1,65.9,24.7,496.1,5.4
12,punjab,1948,19.9,53.1,66.5,6.7,2.2,11.2,195.7,209.6,38.3,0.6,0.3,16.2,620.2,73.0,75.3,454.8,17.2
13,himachal pradesh,1948,33.5,185.0,382.0,47.5,13.7,55.5,380.0,456.6,115.4,16.5,0.0,73.0,1758.7,218.5,443.2,1007.5,89.5
14,jammu & kashmir,1948,47.9,133.7,261.1,43.4,21.4,66.9,278.3,182.0,60.6,6.2,5.5,76.1,1183.1,181.6,325.9,587.8,87.9
15,west rajasthan,1948,21.4,15.4,6.7,0.1,0.8,6.0,111.3,57.5,11.9,1.2,0.3,0.9,233.5,36.8,7.6,186.7,2.4
16,east rajasthan,1948,39.2,11.9,1.9,0.3,0.9,29.7,221.2,243.0,94.9,12.2,8.3,0.0,663.6,51.1,3.1,588.9,20.6
17,west madhya pradesh,1948,36.6,6.7,0.7,0.9,0.7,145.0,382.5,369.7,225.8,17.8,61.1,0.2,1247.6,43.3,2.3,1122.9,79.1
18,east madhya pradesh,1948,66.1,11.0,3.6,3.2,1.2,189.2,355.8,371.2,302.8,22.6,103.8,0.0,1430.4,77.1,7.9,1219.0,126.4
19,gujarat region,1948,11.7,0.4,0.0,0.0,0.7,65.5,185.9,115.9,49.8,18.2,25.1,0.6,473.9,12.1,0.7,417.2,43.9
20,saurashtra & kutch,1948,8.2,0.0,0.0,0.0,0.4,13.4,19.4,74.7,72.6,34.0,23.5,1.4,247.7,8.2,0.4,180.1,59.0
21,konkan & goa,1948,10.5,0.0,0.2,2.3,7.2,599.3,1080.4,797.3,376.6,77.7,168.1,0.0,3119.8,10.5,9.8,2853.6,245.9
22,madhya maharashtra,1948,16.9,0.7,4.3,7.6,8.9,191.0,239.6,181.4,162.0,66.6,137.1,0.1,1016.3,17.6,20.7,774.1,203.8
23,matathwada,1948,7.9,2.2,4.1,3.3,1.9,179.4,218.7,110.1,221.6,21.1,176.1,0.0,946.4,10.1,9.3,729.8,197.2
24,vidarbha,1948,48.9,9.4,7.0,3.9,4.5,125.1,374.1,267.8,201.1,14.4,126.5,0.0,1182.8,58.4,15.4,968.1,140.9
25,chhattisgarh,1948,31.0,8.0,14.2,21.5,11.6,216.0,390.1,423.7,246.9,42.3,86.4,0.0,1491.7,39.0,47.4,1276.7,128.7
26,coastal andhra pradesh,1948,1.4,26.8,7.4,24.8,44.6,92.7,193.5,113.8,232.7,103.7,181.6,1.5,1024.6,28.2,76.9,632.7,286.8
27,telangana,1948,3.7,4.6,5.1,20.0,15.0,71.4,239.3,165.4,242.5,25.0,123.0,0.0,915.0,8.3,40.1,718.6,148.0
28,rayalseema,1948,4.2,1.1,4.1,32.5,36.9,33.2,82.9,105.8,77.7,108.8,113.4,8.1,608.9,5.3,73.6,299.7,230.3
29,tamil nadu,1948,51.7,9.9,10.6,35.3,72.5,67.5,79.8,102.3,68.8,145.4,226.2,36.6,906.7,61.6,118.4,318.4,408.3
30,coastal karnataka,1948,16.5,0.0,8.4,55.6,66.1,848.8,1102.9,973.2,301.3,90.6,163.0,0.2,3626.6,16.5,130.1,3226.2,253.7
31,north interior karnataka,1948,0.9,0.0,7.9,40.1,38.2,72.6,110.3,147.3,155.9,79.0,126.3,0.1,778.3,0.9,86.1,486.0,205.3
32,south interior karnataka,1948,4.0,0.1,3.2,70.7,153.9,135.6,188.6,255.6,61.1,117.7,81.5,2.1,1074.1,4.0,227.8,641.0,201.3
33,kerala,1948,43.0,8.3,48.2,125.0,212.3,910.2,619.0,487.9,166.6,183.9,215.6,19.2,3039.2,51.3,385.5,2183.7,418.7
34,lakshadweep,1948,70.0,5.7,0.2,17.2,121.0,278.5,159.0,124.8,39.5,356.7,118.5,34.2,1325.3,75.7,138.4,601.8,509.4
