,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1990,13.4,0.2,24.6,87.5,424.6,291.0,213.2,293.3,310.4,133.6,291.1,100.3,2183.4,13.6,536.8,1108.0,525.1
1,arunachal pradesh,1990,54.8,112.4,149.0,289.9,366.2,857.2,534.0,352.8,625.5,240.6,2.0,19.7,3604.0,167.2,805.1,2369.5,262.3
2,assam & meghalaya,1990,19.2,46.9,96.7,333.7,304.1,513.8,446.4,348.8,441.1,208.3,7.0,5.2,2771.2,66.1,734.4,1750.2,220.5
3,naga mani mizo tripura,1990,0.2,32.5,197.6,274.9,314.6,380.0,387.9,344.7,339.4,168.2,99.3,42.9,2582.3,32.7,787.2,1452.0,310.4
4,sub himalayan west bengal & sikkim,1990,3.8,109.9,80.1,158.3,358.2,554.7,814.1,916.6,440.6,115.0,0.4,13.7,3565.3,113.6,596.6,2726.0,129.1
5,gangetic west bengal,1990,2.2,62.2,119.0,79.3,147.6,268.2,520.2,236.3,300.7,174.2,47.9,3.5,1961.3,64.4,346.0,1325.4,225.6
6,orissa,1990,0.4,50.0,89.8,57.3,178.1,237.2,282.9,371.4,260.7,245.6,130.7,1.0,1905.0,50.3,325.2,1152.3,377.2
7,jharkhand,1990,0.8,48.0,22.2,15.4,90.6,197.4,430.7,230.8,226.0,128.1,14.2,0.3,1404.2,48.7,128.2,1084.8,142.6
8,bihar,1990,0.3,30.2,13.8,14.0,83.3,156.6,485.5,204.4,201.2,49.7,0.0,0.2,1239.4,30.6,111.1,1047.8,49.9
9,east uttar pradesh,1990,0.0,42.6,9.5,1.8,42.3,135.7,488.8,212.2,153.9,12.0,0.0,7.4,1106.1,42.6,53.6,990.6,19.3
10,west uttar pradesh,1990,0.0,67.5,9.2,0.7,29.8,45.9,334.2,195.9,250.4,3.7,3.5,17.4,958.0,67.5,39.7,826.4,24.5
11,uttarakhand,1990,0.8,97.1,91.3,20.4,81.6,120.3,473.0,413.6,179.1,14.6,6.1,67.1,1564.9,97.9,193.3,1185.8,87.8
12,haryana delhi & chandigarh,1990,0.0,79.5,4.9,2.2,21.9,25.3,201.2,137.7,194.5,2.7,14.1,19.2,703.1,79.5,28.9,558.7,36.0
13,punjab,1990,1.9,57.7,32.7,4.2,13.8,18.6,200.3,188.8,194.4,0.6,5.6,36.1,754.7,59.7,50.7,602.0,42.2
14,himachal pradesh,1990,36.2,161.2,217.7,52.5,61.8,80.2,302.3,221.8,162.8,15.6,10.1,140.6,1462.7,197.4,332.0,767.0,166.3
15,jammu & kashmir,1990,110.2,206.5,309.8,98.4,28.6,69.1,193.3,133.5,115.6,38.6,10.5,259.7,1574.0,316.7,436.9,511.5,308.9
16,west rajasthan,1990,0.0,25.2,0.2,1.4,17.7,19.6,164.4,169.2,42.9,2.5,1.1,0.8,445.0,25.2,19.2,396.1,4.4
17,east rajasthan,1990,0.0,27.5,1.0,0.7,18.9,75.4,229.0,253.3,162.3,6.1,5.1,0.8,780.1,27.5,20.6,720.0,11.9
18,west madhya pradesh,1990,0.7,9.3,1.3,1.0,29.4,161.2,265.0,384.2,258.3,23.2,2.8,7.6,1144.0,10.0,31.8,1068.7,33.6
19,east madhya pradesh,1990,0.8,31.1,2.2,2.1,32.0,315.2,334.7,285.7,331.3,37.3,0.0,7.5,1380.0,31.9,36.4,1266.9,44.9
20,gujarat region,1990,0.0,3.3,0.2,0.0,32.9,79.0,221.6,530.5,226.2,16.0,4.8,3.8,1118.4,3.3,33.2,1057.3,24.6
21,saurashtra & kutch,1990,0.0,2.3,0.4,0.0,5.9,32.9,16.9,259.4,70.1,18.8,0.1,1.1,407.9,2.3,6.3,379.3,20.0
