,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1916,0.0,0.0,0.0,0.5,487.4,450.1,317.3,425.0,561.2,369.7,192.6,133.7,2937.5,0.0,487.9,1753.6,696.0
1,arunachal pradesh,1916,48.1,69.8,71.1,316.1,424.6,1124.9,,629.7,333.9,,,,,117.9,811.8,,
2,assam & meghalaya,1916,20.0,28.0,118.4,227.9,340.6,367.3,475.3,430.7,308.8,244.9,32.8,6.3,2601.1,48.0,686.9,1582.1,284.0
3,naga mani mizo tripura,1916,13.2,17.5,37.3,212.5,131.8,363.8,491.4,419.3,388.5,417.5,55.0,7.1,2555.0,30.7,381.6,1663.1,479.6
4,sub himalayan west bengal & sikkim,1916,6.6,17.6,8.7,165.3,305.4,649.0,1020.8,514.9,571.9,209.9,5.6,1.1,3476.8,24.2,479.4,2756.6,216.6
5,gangetic west bengal,1916,0.6,2.1,0.5,58.3,42.3,378.5,148.9,320.5,283.8,286.7,78.2,0.1,1600.5,2.7,101.2,1131.6,365.0
6,orissa,1916,0.0,4.9,0.8,33.8,45.5,339.6,250.7,334.7,197.6,216.1,55.8,0.0,1479.4,5.0,80.1,1122.5,271.9
7,jharkhand,1916,0.0,14.3,0.2,17.1,22.6,283.5,224.9,303.2,231.5,253.2,13.8,0.0,1364.3,14.3,39.9,1043.1,267.0
8,bihar,1916,0.6,16.5,0.3,25.3,25.1,270.3,445.6,325.2,265.2,130.1,0.4,0.0,1504.6,17.1,50.7,1306.3,130.6
9,east uttar pradesh,1916,0.0,20.1,0.0,6.9,7.3,243.5,314.8,351.2,197.4,55.5,5.1,0.0,1201.9,20.1,14.2,1106.9,60.7
10,west uttar pradesh,1916,0.1,17.9,0.0,2.5,10.4,139.9,299.7,356.9,230.5,48.9,7.4,0.0,1114.2,18.0,13.0,1027.0,56.3
11,uttarakhand,1916,3.9,35.6,1.9,20.6,49.0,373.8,432.3,397.7,280.1,83.8,0.0,0.0,1678.8,39.6,71.4,1483.9,83.8
12,haryana delhi & chandigarh,1916,0.5,15.7,0.2,2.3,12.5,71.2,139.7,217.7,107.8,61.6,0.0,0.0,629.1,16.2,14.9,536.4,61.6
