,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1959,10.1,1.8,31.3,86.7,238.1,455.7,817.1,409.3,589.6,332.7,242.5,128.5,3343.3,11.9,356.1,2271.7,703.6
1,arunachal pradesh,1959,83.2,137.9,104.5,146.4,671.8,812.9,1137.7,333.2,508.8,247.0,12.1,0.0,4195.5,221.1,922.7,2792.6,259.1
2,assam & meghalaya,1959,30.8,45.6,109.9,144.1,470.6,517.6,364.2,255.9,286.8,301.7,8.3,0.2,2535.8,76.4,724.6,1424.6,310.1
3,naga mani mizo tripura,1959,39.9,77.7,148.0,74.0,260.0,378.5,396.3,357.3,239.1,352.8,0.1,3.9,2327.6,117.6,482.0,1371.2,356.8
4,sub himalayan west bengal & sikkim,1959,99.8,5.7,64.3,111.6,218.7,565.9,538.6,291.7,337.9,345.0,0.9,0.1,2580.1,105.5,394.6,1734.2,346.0
5,gangetic west bengal,1959,33.5,12.7,17.3,28.2,91.4,208.5,273.3,328.5,487.3,331.2,0.3,0.4,1812.9,46.3,137.0,1297.7,332.0
6,orissa,1959,28.5,2.4,2.7,22.2,47.1,202.7,357.4,341.6,316.5,170.5,1.5,2.7,1495.9,30.9,72.1,1218.2,174.7
7,jharkhand,1959,51.6,5.6,5.2,17.5,56.4,188.5,332.6,305.8,363.9,272.8,0.0,0.0,1599.9,57.1,79.0,1190.9,272.8
8,bihar,1959,81.2,1.5,9.4,18.6,35.7,132.3,245.8,264.2,157.1,233.8,0.0,0.1,1179.6,82.7,63.7,799.3,233.9
9,east uttar pradesh,1959,53.2,4.2,4.8,4.1,36.0,44.4,234.1,274.6,85.9,125.9,2.0,0.0,869.2,57.4,44.9,639.0,127.9
10,west uttar pradesh,1959,46.3,3.9,5.7,1.3,34.1,18.9,203.5,281.1,106.8,50.2,16.5,0.0,768.3,50.2,41.1,610.3,66.6
11,uttarakhand,1959,68.0,93.3,58.1,20.3,49.0,118.8,483.5,442.3,294.6,87.9,26.2,0.9,1743.0,161.2,127.4,1339.3,115.0
12,haryana delhi & chandigarh,1959,28.4,8.0,3.8,0.4,13.2,25.3,103.8,163.8,102.8,16.1,19.3,0.1,484.9,36.4,17.4,395.7,35.4
13,punjab,1959,43.3,21.4,10.0,4.8,20.3,21.5,188.0,210.1,133.9,24.0,21.9,0.5,699.8,64.7,35.2,553.5,46.4
14,himachal pradesh,1959,136.1,243.1,94.7,43.3,52.8,52.0,418.6,243.7,219.5,81.7,53.9,1.0,1640.3,379.2,190.8,933.8,136.5
15,jammu & kashmir,1959,113.5,120.8,114.6,33.3,57.4,19.8,454.6,243.7,243.0,47.3,85.2,17.0,1550.3,234.3,205.3,961.2,149.6
16,west rajasthan,1959,0.7,2.8,0.8,5.0,8.7,15.1,119.2,77.3,94.6,6.1,5.1,0.0,335.3,3.5,14.5,306.1,11.2
17,east rajasthan,1959,6.0,0.1,0.2,3.8,34.8,36.8,252.3,248.9,152.6,43.0,7.5,0.3,786.2,6.1,38.9,690.5,50.8
18,west madhya pradesh,1959,23.0,0.1,0.2,4.0,22.0,78.9,395.5,325.8,254.3,70.7,7.0,0.0,1181.4,23.1,26.1,1054.5,77.8
