,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1946,84.4,3.6,21.1,135.2,309.1,535.9,189.0,367.4,478.3,276.9,146.9,243.8,2791.6,88.0,465.4,1570.6,667.6
1,arunachal pradesh,1946,1.8,73.2,141.7,238.3,631.2,448.6,1212.2,478.7,540.4,215.9,25.4,3.8,4011.2,75.1,1011.2,2679.9,245.1
2,assam & meghalaya,1946,0.4,19.4,102.6,178.5,328.0,582.6,547.0,297.9,266.8,346.3,8.6,1.4,2679.5,19.8,609.2,1694.2,356.4
3,naga mani mizo tripura,1946,0.0,19.1,189.3,237.5,352.4,517.5,647.7,397.9,305.1,311.4,7.7,50.5,3036.2,19.1,779.2,1868.2,369.6
4,sub himalayan west bengal & sikkim,1946,0.0,11.6,34.2,182.8,248.7,523.4,599.9,401.1,461.7,297.0,7.8,0.2,2768.5,11.6,465.7,1986.1,305.1
5,gangetic west bengal,1946,0.0,4.2,11.3,131.5,117.6,247.4,297.4,374.2,305.3,196.8,28.3,0.2,1714.2,4.2,260.4,1224.3,225.3
6,orissa,1946,0.0,2.6,5.2,104.2,83.7,249.7,345.5,399.2,248.0,143.2,33.3,0.3,1614.9,2.6,193.1,1242.3,176.8
7,jharkhand,1946,0.0,16.1,16.7,68.5,84.1,270.1,329.4,345.0,253.0,135.6,34.6,0.1,1553.2,16.1,169.3,1197.5,170.4
8,bihar,1946,0.0,21.3,5.0,52.3,88.6,168.7,354.7,267.8,271.8,148.7,14.9,0.0,1393.7,21.3,145.9,1062.9,163.6
9,east uttar pradesh,1946,0.0,25.7,0.5,26.9,35.0,88.2,395.5,219.5,142.6,92.5,10.5,2.0,1038.9,25.7,62.4,845.8,105.0
10,west uttar pradesh,1946,0.1,19.3,0.7,11.9,20.4,92.2,378.2,277.6,40.0,31.5,18.2,6.7,896.6,19.4,33.0,787.9,56.4
11,uttarakhand,1946,0.5,47.9,20.4,64.8,121.5,193.1,565.1,311.5,114.9,48.7,18.2,20.1,1526.7,48.4,206.7,1184.6,86.9
12,haryana delhi & chandigarh,1946,0.1,9.7,1.7,3.4,27.0,72.0,122.9,155.4,17.3,15.6,1.0,11.6,437.8,9.8,32.1,367.6,28.3
13,punjab,1946,2.6,16.1,7.0,4.2,19.3,63.1,129.5,150.5,7.4,32.0,7.6,38.7,478.1,18.7,30.6,350.5,78.3
14,himachal pradesh,1946,45.2,85.9,77.9,42.0,56.6,159.3,462.3,379.1,41.1,79.1,49.0,61.5,1539.0,131.0,176.5,1041.9,189.6
15,jammu & kashmir,1946,36.6,89.7,87.1,26.0,32.4,82.6,159.0,173.8,16.3,43.5,70.8,104.5,922.3,126.2,145.6,431.7,218.8
16,west rajasthan,1946,0.0,1.1,0.0,0.0,3.0,45.5,41.7,117.0,10.1,1.0,0.0,3.6,223.1,1.1,3.0,214.3,4.7
17,east rajasthan,1946,0.0,10.3,0.0,1.4,7.8,124.6,184.3,429.8,84.5,8.7,12.7,23.5,887.7,10.3,9.3,823.2,44.9
18,west madhya pradesh,1946,0.0,10.9,0.1,3.0,3.2,256.8,341.4,387.5,100.4,5.9,117.9,23.6,1250.7,10.9,6.3,1086.1,147.5
19,east madhya pradesh,1946,0.0,23.2,0.9,13.5,8.1,346.0,376.3,480.8,95.6,32.6,108.9,8.6,1494.3,23.2,22.4,1298.7,150.0
20,gujarat region,1946,0.0,2.1,0.0,1.1,4.2,233.3,291.7,469.6,104.6,1.1,34.4,5.5,1147.7,2.1,5.3,1099.3,41.0
21,saurashtra & kutch,1946,0.0,0.4,0.0,0.9,3.2,137.1,134.3,156.5,30.3,1.8,8.2,0.6,473.4,0.4,4.1,458.3,10.6
22,konkan & goa,1946,0.0,0.0,0.0,14.4,30.0,787.9,1085.7,878.9,334.0,47.3,170.4,10.4,3358.9,0.0,44.4,3086.5,228.0
23,madhya maharashtra,1946,0.0,2.9,0.0,22.0,34.3,138.4,288.5,255.9,170.3,23.1,152.8,15.4,1103.6,2.9,56.3,853.1,191.3
24,matathwada,1946,0.0,9.7,1.9,21.3,16.3,165.6,212.4,114.5,180.1,6.8,98.2,21.9,848.7,9.7,39.4,672.6,127.0
25,vidarbha,1946,0.0,14.2,0.7,15.5,9.7,237.0,376.9,292.4,107.4,8.6,97.6,13.0,1173.0,14.2,26.0,1013.6,119.2
26,chhattisgarh,1946,0.0,11.0,2.3,35.3,25.3,307.9,419.9,522.5,181.6,63.9,29.0,0.4,1599.0,11.0,62.8,1431.9,93.3
27,coastal andhra pradesh,1946,0.0,3.8,5.4,66.0,60.7,127.6,179.4,157.7,113.3,94.4,160.0,2.0,970.2,3.8,132.1,577.9,256.4
28,telangana,1946,0.0,15.9,5.2,21.7,14.5,152.1,287.2,149.5,85.0,30.7,57.5,3.6,822.8,15.9,41.3,673.9,91.8
29,rayalseema,1946,1.7,4.1,7.9,11.8,41.8,42.6,60.0,88.4,151.1,87.4,258.2,198.7,953.7,5.8,61.4,342.2,544.3
30,tamil nadu,1946,19.8,1.0,46.4,45.7,76.4,56.8,59.3,87.7,140.8,175.5,311.2,273.5,1294.1,20.8,168.4,344.7,760.2
31,coastal karnataka,1946,0.0,1.5,3.9,41.7,80.8,1227.0,1001.2,1086.6,231.5,148.9,180.6,37.7,4041.4,1.5,126.4,3546.3,367.2
32,north interior karnataka,1946,0.0,7.6,3.8,44.2,56.8,106.7,135.0,127.9,146.2,75.5,102.0,3.3,808.9,7.6,104.8,515.7,180.7
33,south interior karnataka,1946,0.1,2.4,14.8,62.5,86.9,146.8,201.5,255.9,168.1,112.9,150.3,42.9,1245.0,2.5,164.2,772.2,306.1
34,kerala,1946,1.8,5.4,108.4,139.8,83.0,919.0,671.7,695.6,199.4,266.1,273.0,202.3,3565.5,7.3,331.2,2485.7,741.3
35,lakshadweep,1946,15.7,1.5,9.5,32.0,,,,,,,,,,17.2,,,
