,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,2008,9.9,67.7,115.8,216.1,545.5,457.8,511.2,482.1,332.0,243.7,321.1,72.0,3374.8,77.6,877.3,1783.1,636.8
1,arunachal pradesh,2008,76.7,39.7,122.6,192.4,185.0,423.6,456.1,439.3,189.7,115.1,1.7,2.6,2244.4,116.4,499.9,1508.7,119.4
2,assam & meghalaya,2008,29.7,14.5,107.5,156.2,210.6,414.6,493.2,508.6,267.5,133.4,2.2,1.6,2339.7,44.2,474.4,1683.9,137.2
3,naga mani mizo tripura,2008,30.7,13.8,49.6,54.9,200.8,327.4,333.3,358.6,223.7,150.2,4.7,1.2,1748.9,44.4,305.3,1243.0,156.1
4,sub himalayan west bengal & sikkim,2008,33.2,22.1,79.8,141.8,171.4,526.5,657.7,636.3,296.7,97.9,16.9,9.5,2689.9,55.3,393.0,2117.3,124.3
5,gangetic west bengal,2008,49.4,12.4,11.5,42.8,94.4,414.5,338.4,252.2,267.3,72.3,0.0,0.2,1555.2,61.8,148.8,1272.3,72.4
6,orissa,2008,27.5,10.4,17.5,28.2,37.4,343.5,306.4,388.3,355.0,22.1,2.7,0.0,1538.9,37.9,83.1,1393.2,24.8
7,jharkhand,2008,19.4,3.6,6.2,10.7,42.9,366.3,377.9,310.5,152.9,34.0,1.0,0.0,1325.3,22.9,59.7,1207.7,35.0
8,bihar,2008,25.6,4.4,3.2,10.4,48.9,291.2,397.2,278.1,117.1,21.4,0.1,0.0,1197.7,30.0,62.6,1083.5,21.6
9,east uttar pradesh,2008,3.1,2.4,0.2,3.0,16.1,223.7,341.6,239.6,112.7,10.3,0.6,0.0,953.4,5.5,19.3,917.6,10.9
10,west uttar pradesh,2008,0.9,0.2,0.0,4.0,24.8,193.8,258.5,217.4,90.9,5.1,4.0,0.0,799.8,1.2,28.8,760.7,9.1
11,uttarakhand,2008,55.6,11.7,18.1,93.0,67.3,332.4,313.3,245.8,190.8,23.1,11.9,0.6,1363.7,67.3,178.4,1082.3,35.7
12,haryana delhi & chandigarh,2008,2.4,0.4,0.6,13.4,72.9,193.5,124.3,174.2,114.5,8.4,5.5,0.2,710.4,2.8,86.9,606.6,14.1
13,punjab,2008,12.0,4.1,0.0,19.7,40.6,155.5,101.9,312.2,59.8,9.9,0.6,0.9,717.1,16.1,60.3,629.3,11.4
14,himachal pradesh,2008,129.9,63.2,6.3,44.4,42.9,187.3,194.9,224.7,142.6,33.9,5.3,38.9,1114.2,193.1,93.6,749.4,78.0
15,jammu & kashmir,2008,153.5,130.8,9.9,97.7,63.3,134.9,266.3,166.0,44.7,42.4,25.2,89.8,1224.5,284.2,170.8,612.0,157.4
16,west rajasthan,2008,1.6,0.2,0.8,18.2,24.7,56.1,57.1,133.3,23.0,0.4,0.4,8.3,324.1,1.8,43.6,269.5,9.1
17,east rajasthan,2008,0.1,0.0,0.5,9.0,22.1,160.6,166.1,167.9,112.7,3.0,2.4,0.1,644.6,0.1,31.6,607.3,5.5
18,west madhya pradesh,2008,0.4,0.0,2.5,2.5,3.8,194.2,221.8,205.8,139.7,12.9,7.5,0.0,791.1,0.4,8.8,761.5,20.5
19,east madhya pradesh,2008,1.4,4.1,8.9,2.5,5.3,307.6,268.2,270.2,116.1,15.5,3.0,0.4,1003.2,5.5,16.7,962.2,18.9
20,gujarat region,2008,0.0,0.0,0.0,3.1,0.1,58.2,261.9,369.5,204.3,11.6,0.1,2.3,911.1,0.0,3.3,893.9,14.0
21,saurashtra & kutch,2008,0.1,0.1,0.1,0.5,0.0,96.0,150.3,115.1,231.6,5.8,0.6,7.7,607.9,0.2,0.6,593.0,14.1
22,konkan & goa,2008,0.0,0.1,31.5,0.3,11.1,798.5,766.6,833.1,551.2,57.3,0.9,2.4,3053.1,0.1,43.0,2949.3,60.6
