,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1978,109.6,29.3,18.9,63.4,343.6,462.2,656.6,346.3,310.8,243.7,83.4,44.6,2712.4,138.9,425.9,1775.9,371.6
1,arunachal pradesh,1978,37.1,82.2,150.6,216.4,345.6,577.2,357.5,172.4,310.4,133.0,146.1,2.5,2531.0,119.3,712.6,1417.4,281.6
2,assam & meghalaya,1978,5.0,8.2,44.3,100.9,253.7,506.6,444.0,255.8,271.8,65.0,55.9,0.6,2011.9,13.2,399.0,1478.2,121.6
3,naga mani mizo tripura,1978,0.7,4.0,51.6,147.5,449.4,496.7,357.8,277.0,273.9,70.4,21.6,0.0,2150.8,4.7,648.6,1405.5,92.0
4,sub himalayan west bengal & sikkim,1978,14.7,17.9,49.3,136.7,313.3,515.5,545.2,274.0,376.5,62.9,61.1,10.8,2377.8,32.6,499.2,1711.1,134.8
5,gangetic west bengal,1978,1.4,21.2,50.5,49.8,116.3,253.0,274.1,349.1,591.8,148.8,10.3,6.4,1872.5,22.6,216.5,1467.9,165.5
6,orissa,1978,4.0,31.0,45.3,28.7,37.4,183.5,336.2,462.1,199.0,80.1,21.8,9.8,1439.0,35.0,111.5,1180.8,111.7
7,jharkhand,1978,10.5,50.9,45.3,28.4,33.8,283.7,252.8,341.1,376.5,114.3,7.0,12.0,1556.1,61.4,107.5,1254.0,133.2
8,bihar,1978,13.4,27.8,16.8,24.5,51.8,190.4,313.6,252.6,248.6,142.8,4.8,3.7,1290.8,41.1,93.0,1005.2,151.4
9,east uttar pradesh,1978,27.9,27.2,31.6,9.6,6.5,187.1,327.2,262.6,219.1,12.2,1.6,3.9,1116.3,55.0,47.8,995.9,17.6
10,west uttar pradesh,1978,6.0,31.7,57.1,8.3,0.7,206.2,279.7,397.0,244.9,3.5,2.7,6.2,1244.2,37.7,66.1,1127.9,12.5
11,uttarakhand,1978,34.6,83.1,187.3,51.2,51.8,291.0,414.3,528.4,324.8,16.9,43.7,4.3,2031.4,117.7,290.2,1558.5,65.0
12,haryana delhi & chandigarh,1978,0.2,24.8,51.7,4.2,1.5,71.5,202.7,184.8,104.5,2.1,2.8,0.5,651.1,25.0,57.4,563.4,5.3
13,punjab,1978,4.1,30.0,65.1,2.8,1.9,99.2,229.4,231.6,45.7,2.3,8.1,0.5,720.6,34.2,69.7,605.8,10.9
14,himachal pradesh,1978,63.7,102.6,157.9,53.5,31.1,156.1,280.0,300.1,137.7,3.6,75.9,9.0,1371.2,166.3,242.5,873.9,88.4
15,jammu & kashmir,1978,50.2,73.0,253.6,60.6,40.4,76.7,172.0,173.4,70.1,1.1,89.7,0.8,1061.6,123.2,354.5,492.3,91.6
16,west rajasthan,1978,0.1,11.6,4.4,5.3,0.0,32.6,215.4,74.2,23.4,1.4,10.5,0.7,379.7,11.7,9.7,345.6,12.6
17,east rajasthan,1978,0.3,10.3,4.1,2.5,0.0,83.4,302.9,249.5,55.9,4.7,8.0,5.6,727.1,10.5,6.6,691.7,18.3
18,west madhya pradesh,1978,3.5,15.7,5.5,4.0,0.0,138.0,318.7,409.3,61.8,7.3,21.9,17.5,1003.3,19.3,9.5,927.8,46.8
19,east madhya pradesh,1978,22.3,73.6,30.5,5.0,0.2,209.1,338.2,428.7,215.7,8.1,14.3,46.8,1392.6,95.8,35.8,1191.8,69.3
20,gujarat region,1978,0.0,1.1,0.0,2.0,0.3,155.5,280.7,405.7,52.3,6.1,26.2,5.9,935.8,1.1,2.3,894.2,38.2
21,saurashtra & kutch,1978,0.0,0.7,0.0,2.5,0.0,157.4,104.2,170.3,11.1,9.7,32.1,0.5,488.6,0.7,2.5,443.1,42.3
22,konkan & goa,1978,0.0,0.0,0.0,8.3,86.6,946.2,907.2,575.4,243.0,67.2,48.8,2.8,2885.6,0.0,95.0,2671.8,118.8
23,madhya maharashtra,1978,0.7,10.8,4.6,22.2,33.1,174.2,179.6,211.8,124.1,57.0,63.5,2.1,883.6,11.4,59.9,689.7,122.6
24,matathwada,1978,5.7,18.8,9.6,12.0,19.1,212.4,215.0,105.3,80.6,70.5,34.6,1.2,784.8,24.5,40.7,613.3,106.3
25,vidarbha,1978,13.3,24.4,18.6,10.1,1.9,228.0,399.3,430.0,46.2,16.4,20.7,40.5,1249.4,37.7,30.5,1103.4,77.7
26,chhattisgarh,1978,4.1,13.7,18.9,12.8,3.7,257.0,377.7,470.8,176.0,11.5,11.9,12.2,1370.4,17.9,35.4,1281.5,35.6
27,coastal andhra pradesh,1978,9.1,18.0,12.2,29.4,19.0,166.7,193.1,258.5,194.2,77.8,54.2,6.0,1038.3,27.1,60.6,812.5,138.1
28,telangana,1978,30.7,19.1,5.9,20.6,23.0,261.6,376.5,376.7,116.0,50.1,31.6,0.0,1311.7,49.8,49.5,1130.8,81.7
29,rayalseema,1978,1.6,7.4,0.5,30.6,33.0,61.7,130.0,93.3,196.2,80.0,143.4,91.4,869.3,9.1,64.1,481.3,314.8
30,tamil nadu,1978,1.4,11.2,10.9,35.9,55.2,29.4,78.2,55.4,137.2,151.4,234.6,198.1,998.8,12.6,102.0,300.2,584.1
31,coastal karnataka,1978,0.3,0.5,0.0,11.8,251.6,1212.6,1222.5,745.4,206.7,121.5,76.3,13.8,3862.9,0.8,263.4,3387.2,211.5
32,north interior karnataka,1978,0.5,13.2,0.8,35.1,76.9,102.0,165.9,160.3,204.8,85.9,55.1,4.3,904.9,13.7,112.9,633.0,145.2
33,south interior karnataka,1978,0.5,7.0,2.6,40.1,104.5,188.1,281.8,231.2,156.8,107.1,81.0,30.8,1231.6,7.5,147.3,857.9,219.0
34,kerala,1978,3.3,14.7,31.4,73.9,396.8,758.1,686.7,516.8,119.4,171.0,365.6,39.0,3176.7,18.0,502.1,2081.1,575.6
35,lakshadweep,1978,0.2,6.5,0.6,44.1,309.5,568.3,224.7,303.5,105.1,92.1,294.2,18.6,1967.4,6.7,354.2,1201.6,404.9
