,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1914,0.0,0.0,0.0,37.7,298.8,383.3,792.8,520.5,310.8,139.8,184.4,289.7,2957.8,0.0,336.5,2007.4,613.9
1,assam & meghalaya,1914,6.3,79.1,69.9,219.6,317.9,403.9,396.4,472.9,292.3,67.6,10.6,7.4,2343.8,85.5,607.4,1565.4,85.6
2,naga mani mizo tripura,1914,5.0,93.3,129.7,255.9,276.5,342.6,437.4,501.5,262.0,106.0,13.8,105.4,2529.2,98.4,662.1,1543.5,225.2
3,sub himalayan west bengal & sikkim,1914,2.2,70.0,9.1,139.2,247.7,402.2,351.3,741.7,392.8,43.0,14.8,0.3,2414.1,72.2,396.0,1887.9,58.0
4,gangetic west bengal,1914,0.0,31.0,21.8,56.4,230.9,192.8,400.8,218.8,186.4,28.5,0.0,16.4,1383.9,31.0,309.2,998.8,44.9
5,orissa,1914,0.0,20.2,12.7,64.6,175.0,255.8,397.7,309.7,342.2,12.9,1.0,6.8,1598.5,20.2,252.3,1305.3,20.7
6,jharkhand,1914,0.1,24.6,19.4,23.6,150.1,123.8,354.4,337.0,159.5,16.7,0.0,6.2,1215.5,24.8,193.1,974.7,23.0
7,bihar,1914,0.2,22.7,8.0,29.0,77.0,84.4,269.1,460.4,98.4,10.1,0.0,0.6,1059.8,22.8,114.0,912.3,10.7
8,east uttar pradesh,1914,1.3,16.1,21.8,8.3,55.3,37.2,407.7,346.1,92.1,2.6,0.1,0.2,988.8,17.3,85.4,883.1,2.9
9,west uttar pradesh,1914,0.1,8.5,21.8,17.9,30.5,48.3,335.2,195.6,212.8,11.3,5.5,0.0,887.5,8.5,70.2,791.9,16.9
10,uttarakhand,1914,0.9,119.9,115.7,50.2,82.3,141.3,563.3,377.8,439.6,27.1,22.3,0.5,1940.9,120.8,248.2,1522.0,49.9
11,haryana delhi & chandigarh,1914,2.3,7.0,4.7,22.7,21.0,51.1,252.0,100.0,182.9,18.7,2.0,0.3,664.7,9.3,48.4,586.0,21.0
12,punjab,1914,19.8,26.9,15.8,44.6,17.3,58.9,290.9,75.6,193.1,34.7,8.1,8.7,794.4,46.7,77.7,618.5,51.5
13,himachal pradesh,1914,15.9,88.8,105.5,110.8,76.1,135.1,495.4,292.7,269.6,71.6,22.5,51.9,1735.9,104.7,292.4,1192.8,146.1
14,jammu & kashmir,1914,47.8,228.9,155.4,153.7,91.9,86.1,369.9,159.3,103.3,157.3,43.0,95.6,1692.1,276.7,400.9,718.6,295.9
15,west rajasthan,1914,2.6,1.8,0.1,8.4,3.0,51.6,125.3,54.1,48.3,4.0,3.1,0.0,302.3,4.4,11.5,279.3,7.2
16,east rajasthan,1914,0.0,0.9,0.9,2.0,5.8,88.3,325.3,125.6,107.8,11.3,8.6,0.0,676.6,0.9,8.7,647.0,20.0
17,west madhya pradesh,1914,0.0,2.6,7.4,4.1,13.4,127.7,352.6,155.2,154.7,6.3,10.7,1.7,836.3,2.6,24.9,790.2,18.7
18,east madhya pradesh,1914,0.1,9.3,56.1,19.8,21.3,107.6,544.5,339.8,138.4,8.4,1.9,2.8,1250.1,9.4,97.2,1130.4,13.1
19,gujarat region,1914,0.0,3.7,0.0,0.2,5.4,222.3,488.8,137.7,234.9,8.5,6.0,0.0,1107.5,3.7,5.6,1083.7,14.4
20,saurashtra & kutch,1914,0.0,9.8,0.4,0.0,4.9,161.3,118.1,36.5,238.0,4.2,4.1,0.0,577.1,9.8,5.2,553.9,8.3
21,konkan & goa,1914,0.0,0.8,0.0,0.8,1.6,706.9,1370.3,797.6,549.9,21.9,11.2,3.6,3464.6,0.8,2.5,3424.7,36.6
