,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1938,13.4,57.2,50.5,101.6,368.9,668.6,318.2,397.1,546.7,318.4,316.3,107.5,3264.4,70.6,521.0,1930.6,742.2
1,arunachal pradesh,1938,144.8,121.6,340.5,395.3,306.5,1511.3,1355.1,790.8,877.3,220.6,59.7,5.6,6129.0,266.4,1042.3,4534.5,285.8
2,assam & meghalaya,1938,27.2,16.2,138.0,202.0,247.3,581.0,510.6,435.2,431.4,141.8,55.2,0.6,2786.5,43.4,587.3,1958.2,197.6
3,naga mani mizo tripura,1938,29.2,29.2,133.8,153.6,429.0,494.6,413.6,491.4,441.7,243.9,111.7,0.0,2971.6,58.4,716.4,1841.2,355.6
4,sub himalayan west bengal & sikkim,1938,0.8,8.2,7.6,76.2,460.9,889.2,699.4,539.0,461.0,102.4,4.4,0.1,3249.3,8.9,544.7,2588.7,106.9
5,gangetic west bengal,1938,15.7,33.1,2.8,8.9,234.9,233.7,244.6,310.2,160.8,78.9,14.2,0.0,1337.8,48.8,246.6,949.3,93.1
6,orissa,1938,11.0,16.8,14.0,14.5,119.6,229.6,267.2,339.8,226.4,179.0,23.7,0.0,1441.6,27.8,148.1,1063.0,202.7
7,jharkhand,1938,29.0,36.1,0.2,0.8,102.1,201.0,269.0,344.1,200.4,45.1,1.9,0.0,1229.8,65.2,103.1,1014.5,47.1
8,bihar,1938,12.4,17.0,0.0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0.0,1506.7,29.4,118.5,1331.0,27.9
9,east uttar pradesh,1938,24.5,11.5,0.0,1.7,37.4,285.7,376.8,378.9,224.2,33.1,0.3,0.0,1374.2,36.0,39.1,1265.6,33.4
10,west uttar pradesh,1938,39.2,5.9,0.1,1.1,7.9,158.8,273.6,182.2,42.6,18.5,0.5,0.0,730.4,45.1,9.1,657.2,19.0
11,uttarakhand,1938,122.5,85.4,7.5,4.5,37.0,293.6,459.2,396.4,110.8,11.4,0.8,0.1,1529.3,208.0,49.0,1260.0,12.3
12,haryana delhi & chandigarh,1938,38.2,7.7,0.4,1.1,7.4,61.7,89.7,56.9,8.1,7.6,0.1,0.0,278.8,45.9,8.9,216.3,7.7
13,punjab,1938,77.5,22.2,1.8,9.1,3.4,112.8,102.3,85.4,5.8,9.9,0.0,0.6,430.9,99.7,14.3,306.4,10.5
14,himachal pradesh,1938,175.5,124.3,48.1,38.9,11.1,125.3,211.8,156.5,16.8,6.7,6.7,5.7,927.5,299.8,98.1,510.4,19.2
15,jammu & kashmir,1938,183.1,194.2,132.6,76.4,14.8,118.7,123.0,136.7,11.2,31.0,11.1,29.0,1061.7,377.3,223.7,389.6,71.0
16,west rajasthan,1938,2.1,0.5,0.0,0.6,4.3,52.6,75.5,45.1,1.6,1.1,0.0,0.1,183.5,2.6,4.9,174.8,1.2
17,east rajasthan,1938,6.2,0.0,0.1,0.1,5.5,140.3,213.5,117.5,10.9,9.0,0.0,0.0,503.1,6.2,5.7,482.3,9.0
18,west madhya pradesh,1938,8.7,0.0,1.5,0.8,24.5,306.3,345.5,206.1,38.6,69.0,0.0,0.0,1001.2,8.7,26.8,896.5,69.1
19,east madhya pradesh,1938,52.3,11.5,6.4,2.6,22.3,300.7,403.4,322.0,158.2,94.3,0.0,0.0,1373.8,63.8,31.4,1184.4,94.3
20,gujarat region,1938,0.0,0.1,0.0,0.0,15.8,265.0,342.6,134.6,26.3,30.3,0.0,0.0,814.9,0.1,15.8,768.6,30.4
21,saurashtra & kutch,1938,0.0,0.0,0.0,0.0,10.0,141.4,114.3,59.2,5.3,15.4,0.0,0.3,346.0,0.0,10.0,320.2,15.7
22,konkan & goa,1938,0.0,0.4,4.0,2.1,55.2,1118.1,908.2,634.8,345.6,400.0,27.0,0.1,3495.5,0.4,61.3,3006.7,427.1
