,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1994,7.2,35.5,129.4,154.6,403.2,386.3,569.7,460.5,775.1,137.5,180.3,23.8,3262.8,42.6,687.2,2191.5,341.5
1,arunachal pradesh,1994,48.2,72.6,215.3,232.1,382.9,416.1,233.0,280.2,225.0,161.6,14.1,6.2,2287.4,120.8,830.3,1154.4,181.9
2,assam & meghalaya,1994,26.6,42.5,157.2,161.3,282.0,477.6,308.6,308.7,178.5,147.0,15.9,15.4,2121.3,69.1,600.5,1273.4,178.3
3,naga mani mizo tripura,1994,9.5,30.1,219.3,134.7,130.7,256.2,305.7,335.7,161.6,102.0,27.0,0.0,1712.5,39.6,484.7,1059.2,129.0
4,sub himalayan west bengal & sikkim,1994,49.6,55.0,114.1,126.6,243.3,388.0,357.3,396.1,302.1,84.3,8.5,2.2,2127.3,104.6,484.1,1443.6,95.0
5,gangetic west bengal,1994,23.8,48.8,7.3,63.7,98.0,310.1,426.1,294.4,166.1,82.9,9.6,0.0,1530.8,72.6,169.0,1196.8,92.5
6,orissa,1994,4.1,28.6,6.2,48.1,46.3,299.4,474.0,463.9,292.6,69.1,12.3,0.1,1744.6,32.6,100.6,1529.9,81.5
7,jharkhand,1994,17.7,23.8,0.6,20.0,29.2,391.3,451.6,360.7,162.8,118.9,2.7,0.1,1579.4,41.5,49.8,1366.3,121.8
8,bihar,1994,28.3,29.1,1.0,7.0,32.7,130.9,217.7,257.6,226.5,32.9,4.4,1.2,969.4,57.5,40.7,832.8,38.5
9,east uttar pradesh,1994,22.2,24.7,0.1,9.5,7.6,127.5,230.8,300.1,177.5,10.0,0.3,0.0,910.2,46.9,17.3,835.8,10.2
10,west uttar pradesh,1994,24.0,17.3,0.0,12.4,6.5,72.5,364.3,290.2,19.7,0.0,0.0,0.1,806.8,41.2,18.9,746.6,0.2
11,uttarakhand,1994,56.7,84.2,11.0,69.8,75.6,112.1,476.9,428.2,98.0,5.3,1.7,22.3,1441.7,140.9,156.4,1115.1,29.3
12,haryana delhi & chandigarh,1994,20.1,11.3,0.6,7.6,8.5,51.3,275.8,160.6,28.2,0.0,0.1,0.2,564.4,31.4,16.7,515.9,0.3
13,punjab,1994,27.6,23.3,2.8,6.4,7.2,29.5,167.4,222.2,89.0,0.4,0.0,5.1,580.9,50.9,16.5,508.0,5.5
14,himachal pradesh,1994,88.7,124.7,29.0,131.3,65.5,114.2,367.0,311.0,92.7,8.5,0.1,77.6,1410.2,213.4,225.8,884.8,86.2
15,jammu & kashmir,1994,139.9,133.0,82.3,136.6,99.2,107.9,344.7,329.1,88.6,32.4,2.7,236.0,1732.5,273.0,318.1,870.3,271.1
16,west rajasthan,1994,10.7,0.3,0.4,9.9,2.7,31.9,188.5,100.6,70.4,0.0,0.0,0.0,415.5,11.0,13.0,391.4,0.0
17,east rajasthan,1994,23.3,0.9,0.5,7.1,4.5,116.6,319.3,259.8,106.8,0.0,0.4,0.0,839.2,24.1,12.1,802.5,0.4
18,west madhya pradesh,1994,14.7,5.4,0.2,5.5,1.3,221.1,352.9,385.8,187.2,2.6,2.9,0.0,1179.5,20.1,6.9,1147.0,5.5
19,east madhya pradesh,1994,9.5,10.7,0.0,9.9,1.0,264.7,550.2,512.1,150.5,24.8,0.4,0.0,1533.7,20.2,10.9,1477.5,25.1
20,gujarat region,1994,7.2,0.0,0.0,0.1,0.0,320.7,490.6,370.1,343.7,2.0,0.1,0.0,1534.5,7.2,0.2,1525.1,2.1
21,saurashtra & kutch,1994,1.0,0.0,0.0,0.0,0.0,99.4,403.1,137.5,231.6,0.2,0.0,0.0,872.8,1.0,0.0,871.6,0.2
22,konkan & goa,1994,1.3,0.0,0.0,12.5,11.7,784.8,1168.5,654.4,406.5,137.9,2.2,0.0,3179.8,1.3,24.2,3014.1,140.1
23,madhya maharashtra,1994,3.1,0.1,0.6,21.8,23.8,253.2,332.9,188.4,118.9,66.2,12.6,0.0,1021.5,3.2,46.2,893.4,78.8
24,matathwada,1994,3.2,0.1,0.0,14.9,14.3,110.6,117.1,162.8,63.4,64.3,32.9,0.0,583.8,3.4,29.3,454.0,97.2
25,vidarbha,1994,10.0,9.8,0.1,9.6,2.2,228.6,508.2,343.3,225.4,83.3,6.2,0.4,1427.1,19.8,11.9,1305.5,90.0
26,chhattisgarh,1994,3.5,8.4,0.0,5.2,9.1,413.4,575.7,447.7,212.0,76.9,2.7,0.0,1754.5,11.8,14.3,1648.8,79.6
27,coastal andhra pradesh,1994,7.2,17.4,3.1,30.6,49.2,62.5,218.3,156.5,137.0,257.6,213.4,2.1,1155.1,24.6,83.0,574.4,473.1
28,telangana,1994,8.6,12.5,0.0,21.5,20.4,115.3,308.2,256.3,53.9,143.0,36.2,0.0,975.7,21.1,41.8,733.6,179.2
29,rayalseema,1994,5.3,13.2,2.1,25.1,43.8,34.4,91.5,107.8,38.0,207.4,101.1,20.8,690.5,18.6,71.0,271.6,329.3
30,tamil nadu,1994,7.0,27.6,5.5,48.3,66.6,38.6,75.3,66.1,84.2,230.6,229.1,27.0,905.9,34.6,120.5,264.2,486.6
31,coastal karnataka,1994,3.5,0.0,6.3,72.9,44.1,1221.1,1748.2,907.0,268.1,336.0,28.6,0.5,4636.3,3.5,123.2,4144.4,365.2
32,north interior karnataka,1994,4.2,0.3,0.2,35.3,16.8,101.8,146.0,95.9,38.1,200.3,4.2,0.0,643.0,4.5,52.3,381.7,204.5
33,south interior karnataka,1994,11.7,2.4,3.9,54.6,70.9,184.9,336.4,132.6,96.4,238.6,24.8,0.5,1157.8,14.1,129.4,750.4,263.9
34,kerala,1994,24.3,27.1,18.1,154.5,141.3,845.0,955.5,479.9,212.6,428.4,117.6,6.5,3410.8,51.4,313.9,2493.0,552.5
35,lakshadweep,1994,12.4,66.6,34.8,88.8,78.9,361.1,240.2,219.7,76.2,213.5,153.7,1.2,1547.1,79.0,202.5,897.2,368.4
