,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1925,36.6,0.0,8.6,50.4,282.2,663.8,241.8,278.2,201.9,249.5,271.5,196.0,2480.5,36.6,341.2,1385.7,717.0
1,arunachal pradesh,1925,80.6,114.0,143.3,223.0,587.2,611.6,611.0,684.7,1222.0,153.2,5.1,4.1,4439.8,194.6,953.5,3129.3,162.4
2,assam & meghalaya,1925,26.4,21.5,53.8,278.3,602.2,330.8,411.1,400.7,322.3,89.5,13.7,0.2,2550.5,47.9,934.2,1465.0,103.4
3,naga mani mizo tripura,1925,43.0,36.4,35.0,195.6,385.5,362.4,461.4,440.3,280.1,170.7,37.0,0.0,2447.5,79.4,616.2,1544.3,207.7
4,sub himalayan west bengal & sikkim,1925,3.0,6.1,13.1,261.6,284.6,554.1,446.0,664.5,568.6,69.3,14.8,0.8,2886.6,9.1,559.3,2233.3,84.9
5,gangetic west bengal,1925,10.7,14.8,28.4,78.9,106.2,171.8,305.7,211.2,158.4,184.5,3.1,0.0,1273.6,25.5,213.5,847.0,187.6
6,orissa,1925,2.0,0.0,6.0,52.2,111.8,353.5,433.7,429.9,201.5,201.8,4.8,10.7,1807.8,2.0,170.0,1418.6,217.2
7,jharkhand,1925,4.7,6.1,12.1,37.1,84.6,196.5,428.3,314.0,172.5,63.5,7.7,0.5,1327.6,10.8,133.8,1111.3,71.7
8,bihar,1925,7.7,1.8,7.7,52.9,38.6,130.4,322.9,331.5,269.4,17.6,11.0,0.0,1191.5,9.6,99.2,1054.2,28.6
9,east uttar pradesh,1925,5.2,0.0,0.4,16.7,20.9,140.8,443.9,236.3,233.1,6.0,10.9,0.0,1114.1,5.2,37.9,1054.1,16.9
10,west uttar pradesh,1925,4.2,0.2,0.1,5.5,12.5,207.5,403.3,227.0,58.5,5.3,19.8,0.0,943.8,4.4,18.1,896.3,25.1
11,uttarakhand,1925,34.3,17.7,11.7,43.5,57.0,309.1,554.5,384.5,65.9,20.1,36.7,0.0,1535.0,52.0,112.1,1314.0,56.8
12,haryana delhi & chandigarh,1925,4.8,0.1,0.1,3.1,11.2,153.8,247.0,108.6,10.2,5.7,12.2,0.3,557.2,5.0,14.4,519.6,18.2
13,punjab,1925,18.1,2.1,1.1,7.7,21.1,104.7,284.4,158.8,14.4,7.5,9.8,0.0,629.6,20.2,29.8,562.3,17.3
14,himachal pradesh,1925,86.2,61.7,33.5,65.4,86.6,167.5,450.2,388.1,48.5,33.2,88.5,0.0,1509.3,147.8,185.5,1054.3,121.6
15,jammu & kashmir,1925,90.4,86.8,45.7,70.9,106.1,80.7,242.3,179.3,25.9,32.7,52.5,0.0,1013.3,177.3,222.7,528.2,85.2
16,west rajasthan,1925,0.0,0.0,0.0,0.0,8.2,62.6,71.7,20.0,4.5,0.8,1.8,0.0,169.7,0.0,8.2,158.8,2.6
17,east rajasthan,1925,0.1,0.0,0.0,0.1,14.7,163.2,209.3,56.2,16.9,3.7,19.5,0.0,483.7,0.1,14.8,445.7,23.2
18,west madhya pradesh,1925,0.0,0.0,0.0,0.0,34.9,165.7,260.1,146.6,37.8,1.2,45.5,1.6,693.5,0.0,34.9,610.2,48.3
19,east madhya pradesh,1925,0.1,0.0,0.0,0.2,29.8,191.9,575.0,287.6,204.0,11.7,53.8,0.3,1354.5,0.1,30.1,1258.6,65.8
20,gujarat region,1925,0.0,0.0,0.1,0.0,25.8,264.6,199.3,81.8,14.2,0.4,6.6,0.2,593.1,0.0,26.0,559.9,7.2
21,saurashtra & kutch,1925,0.0,0.0,0.0,0.0,11.7,200.5,79.9,29.2,7.6,0.0,11.8,0.0,340.6,0.0,11.7,317.1,11.8
22,konkan & goa,1925,0.1,0.0,7.4,5.2,121.0,800.9,655.5,501.5,120.4,74.6,18.6,0.0,2305.1,0.1,133.6,2078.3,93.2
23,madhya maharashtra,1925,0.0,0.0,3.1,1.5,38.9,177.7,152.0,115.2,94.7,33.9,40.7,4.0,661.8,0.0,43.5,539.6,78.6
24,matathwada,1925,0.0,0.0,0.0,0.0,30.1,130.3,84.3,173.6,73.4,38.1,75.1,0.0,604.9,0.0,30.1,461.6,113.2
25,vidarbha,1925,0.0,0.0,7.3,5.4,28.0,130.3,293.9,307.2,77.4,21.8,61.5,8.4,941.1,0.0,40.7,808.7,91.7
26,chhattisgarh,1925,0.2,0.5,0.3,10.6,88.6,368.8,560.4,476.6,166.8,45.1,19.1,0.0,1737.1,0.7,99.5,1572.6,64.3
27,coastal andhra pradesh,1925,2.9,0.1,5.6,40.2,196.4,151.4,197.8,223.9,103.4,262.6,46.1,8.1,1238.5,3.0,242.2,676.5,316.8
28,telangana,1925,0.0,0.0,0.0,49.8,97.8,168.1,266.2,239.2,148.1,187.5,8.1,3.1,1167.9,0.0,147.6,821.6,198.7
29,rayalseema,1925,0.0,0.0,5.9,18.3,125.9,33.9,106.3,135.7,85.2,137.3,108.0,109.0,865.5,0.0,150.1,361.1,354.3
30,tamil nadu,1925,17.6,4.6,57.2,30.1,85.0,50.6,38.7,91.7,77.3,148.9,229.0,182.8,1013.3,22.1,172.2,258.3,560.8
31,coastal karnataka,1925,0.0,0.0,17.1,20.8,176.6,1176.4,1117.2,733.7,81.5,213.2,27.7,17.2,3581.3,0.0,214.6,3108.7,258.1
32,north interior karnataka,1925,0.0,0.0,7.3,34.3,79.0,74.1,113.7,77.5,108.7,118.7,16.6,12.9,642.6,0.0,120.6,373.9,148.1
33,south interior karnataka,1925,0.0,0.1,8.4,63.0,116.5,143.2,221.3,132.6,115.3,65.8,69.4,46.8,982.2,0.1,187.9,612.4,181.9
34,kerala,1925,4.1,16.5,76.9,93.4,258.2,688.8,593.5,554.1,158.8,295.4,223.7,98.8,3062.1,20.5,428.5,1995.2,617.9
35,lakshadweep,1925,2.3,7.5,15.5,32.6,244.2,327.5,192.3,295.3,63.5,109.3,144.9,242.0,1676.9,9.8,292.3,878.6,496.2
