,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1974,22.2,43.9,17.2,301.4,353.3,343.8,257.1,456.2,321.6,398.4,372.2,74.8,2962.0,66.0,672.0,1378.7,845.3
1,arunachal pradesh,1974,130.9,95.4,127.8,272.6,248.3,466.7,648.9,446.8,461.2,121.1,14.0,30.3,3063.9,226.3,648.7,2023.5,165.4
2,assam & meghalaya,1974,31.6,11.4,78.7,255.8,369.4,627.0,789.3,510.9,429.1,271.0,27.1,2.3,3403.5,43.0,703.8,2356.3,300.4
3,naga mani mizo tripura,1974,8.9,2.4,98.7,160.7,218.8,438.1,517.3,361.5,273.4,167.8,81.8,0.2,2329.6,11.3,478.1,1590.3,249.9
4,sub himalayan west bengal & sikkim,1974,19.1,2.5,94.4,210.8,339.0,508.1,826.8,673.7,480.8,175.0,3.0,8.3,3341.6,21.6,644.2,2489.4,186.3
5,gangetic west bengal,1974,3.6,0.0,83.1,29.8,94.5,96.4,438.5,317.1,262.7,140.3,4.6,0.0,1470.7,3.6,207.5,1114.6,144.9
6,orissa,1974,0.0,1.3,27.4,12.1,44.8,128.9,223.3,306.5,131.7,103.0,8.0,0.0,987.0,1.3,84.3,790.4,111.1
7,jharkhand,1974,2.6,0.5,24.3,3.3,51.9,64.9,334.9,331.7,235.0,76.6,0.3,1.0,1127.0,3.1,79.5,966.6,77.9
8,bihar,1974,3.9,0.7,21.9,9.9,39.1,129.4,451.6,317.5,229.2,28.0,0.3,3.7,1235.2,4.6,70.9,1127.7,32.0
9,east uttar pradesh,1974,0.5,3.2,4.9,0.2,7.0,53.3,375.6,257.4,126.6,38.2,1.5,13.7,882.2,3.7,12.1,813.0,53.4
10,west uttar pradesh,1974,0.2,0.7,0.8,0.1,7.9,25.8,356.6,191.5,27.6,39.1,0.0,18.6,668.9,0.9,8.7,601.5,57.7
11,uttarakhand,1974,56.8,28.0,18.2,12.2,22.1,86.5,392.9,347.3,102.6,46.9,4.5,43.6,1161.8,84.8,52.5,929.4,95.1
12,haryana delhi & chandigarh,1974,0.5,1.3,1.6,0.9,4.6,37.9,201.5,94.5,12.2,16.4,0.0,13.5,384.9,1.8,7.0,346.1,29.9
13,punjab,1974,3.2,2.0,3.1,1.3,6.9,71.0,136.7,101.3,14.4,0.6,0.0,15.8,356.2,5.1,11.3,323.4,16.3
14,himachal pradesh,1974,75.0,44.6,33.7,24.6,41.8,76.4,168.8,204.6,30.5,28.8,2.4,45.1,776.1,119.6,100.0,480.2,76.3
15,jammu & kashmir,1974,118.1,100.6,64.3,46.2,76.0,122.3,90.1,49.1,44.0,12.0,0.6,79.2,802.6,218.7,186.5,305.5,91.9
16,west rajasthan,1974,0.0,0.0,0.0,1.0,23.0,21.2,87.1,18.5,6.0,6.7,0.0,0.8,164.3,0.0,24.0,132.8,7.5
17,east rajasthan,1974,0.0,0.0,0.4,0.2,18.1,30.6,297.8,165.4,19.2,77.0,0.0,3.2,611.8,0.0,18.7,512.9,80.2
18,west madhya pradesh,1974,0.2,0.6,0.3,0.7,14.6,40.8,289.5,372.9,65.3,89.0,0.8,1.9,876.6,0.8,15.7,768.5,91.6
19,east madhya pradesh,1974,0.2,6.8,1.3,0.1,4.2,98.8,303.2,420.0,55.0,76.3,5.1,0.2,971.1,7.0,5.6,876.9,81.6
20,gujarat region,1974,0.0,0.0,0.0,0.6,51.3,22.1,135.5,103.0,68.7,38.6,0.0,1.5,421.3,0.0,51.9,329.3,40.1
21,saurashtra & kutch,1974,0.0,0.0,0.0,0.2,10.3,16.1,56.4,26.1,45.6,29.6,0.0,0.4,184.7,0.0,10.5,144.2,30.0
22,konkan & goa,1974,0.7,0.0,0.0,6.8,73.9,508.2,1133.0,774.4,351.1,238.6,0.0,0.0,3086.7,0.7,80.7,2766.7,238.6
23,madhya maharashtra,1974,0.0,0.1,2.5,14.6,60.9,77.5,217.9,184.7,201.5,152.0,0.1,0.0,911.8,0.1,78.1,681.6,152.1
24,matathwada,1974,0.0,0.4,0.4,2.9,36.0,98.4,100.7,123.2,154.4,134.1,0.0,0.0,650.6,0.4,39.3,476.8,134.1
25,vidarbha,1974,0.0,4.8,1.2,0.5,12.6,93.2,211.0,281.4,68.1,162.6,5.4,0.0,840.8,4.8,14.3,653.7,168.0
26,chhattisgarh,1974,0.0,6.6,2.5,1.5,9.2,115.6,253.4,353.3,100.4,97.3,11.3,0.0,951.0,6.6,13.1,822.6,108.6
27,coastal andhra pradesh,1974,0.1,1.5,11.2,12.9,34.9,120.4,126.3,132.8,194.3,274.2,36.3,0.0,944.9,1.6,59.1,573.8,310.5
28,telangana,1974,0.0,0.0,1.8,7.0,32.9,111.1,113.1,171.9,124.8,261.6,6.0,0.0,830.4,0.0,41.7,521.0,267.6
