,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1966,79.8,4.2,12.0,38.7,376.9,148.8,433.5,335.6,454.1,171.9,333.8,311.9,2701.2,83.9,427.6,1372.1,817.6
1,arunachal pradesh,1966,22.4,91.5,98.4,180.2,177.9,473.2,432.7,411.6,197.6,78.9,39.0,6.3,2209.6,113.8,456.5,1515.1,124.2
2,assam & meghalaya,1966,20.0,23.6,36.1,164.3,323.7,780.5,507.1,518.2,248.1,124.5,31.8,11.4,2789.3,43.6,524.1,2053.9,167.7
3,naga mani mizo tripura,1966,15.0,2.7,39.8,85.3,190.3,666.8,399.3,405.0,361.5,207.0,40.9,65.1,2478.6,17.7,315.4,1832.6,313.0
4,sub himalayan west bengal & sikkim,1966,29.5,7.6,3.0,51.5,231.7,287.5,741.5,682.8,357.3,100.9,18.3,3.8,2515.3,37.1,286.2,2069.1,123.0
5,gangetic west bengal,1966,33.1,4.4,5.1,18.3,43.4,296.0,168.7,236.6,187.2,84.9,34.7,6.3,1118.7,37.5,66.8,888.5,125.9
6,orissa,1966,49.9,3.6,0.9,28.0,37.9,306.3,340.2,211.0,155.9,78.9,63.4,10.9,1286.8,53.5,66.8,1013.4,153.2
7,jharkhand,1966,24.7,3.8,0.2,10.5,22.1,233.2,174.1,263.4,87.9,35.8,15.9,8.1,879.8,28.5,32.8,758.7,59.8
8,bihar,1966,21.2,6.9,0.1,0.9,39.5,114.5,155.5,308.3,83.1,18.3,17.1,1.6,767.0,28.1,40.4,661.5,37.0
9,east uttar pradesh,1966,13.5,8.8,0.2,0.0,8.4,185.7,149.3,274.3,23.1,15.0,18.3,11.1,707.8,22.3,8.6,632.5,44.4
10,west uttar pradesh,1966,6.0,13.0,0.8,0.2,20.5,143.3,146.5,356.5,49.3,9.3,7.8,2.9,756.0,19.0,21.5,695.6,19.9
11,uttarakhand,1966,3.2,86.6,48.9,17.8,76.7,270.0,363.0,410.3,125.7,35.1,15.3,13.3,1465.8,89.8,143.5,1168.9,63.6
12,haryana delhi & chandigarh,1966,3.3,34.0,6.7,1.7,45.3,128.9,98.2,312.8,69.1,6.7,1.0,0.2,707.7,37.3,53.7,609.0,7.8
13,punjab,1966,0.2,38.9,18.5,3.6,37.6,85.1,109.8,200.0,132.6,9.5,0.0,2.3,638.2,39.1,59.6,527.5,11.9
14,himachal pradesh,1966,0.3,145.0,78.4,77.2,95.7,187.1,250.5,298.0,153.3,30.8,13.9,40.8,1371.0,145.3,251.2,888.9,85.6
15,jammu & kashmir,1966,1.5,199.3,155.2,148.5,114.0,59.9,169.7,203.9,217.4,83.6,3.5,22.4,1378.9,200.9,417.6,650.9,109.5
16,west rajasthan,1966,0.1,11.4,1.5,0.1,11.7,34.9,51.3,91.5,48.3,1.8,0.3,0.0,252.9,11.5,13.2,226.0,2.2
17,east rajasthan,1966,0.1,2.6,0.0,0.0,12.7,74.8,141.7,156.2,81.3,0.6,3.1,0.2,473.4,2.8,12.8,454.0,3.9
18,west madhya pradesh,1966,4.0,0.9,2.2,0.1,2.8,69.2,267.7,200.6,104.0,0.6,23.8,4.1,680.0,4.9,5.1,641.5,28.5
19,east madhya pradesh,1966,13.2,3.8,1.9,0.7,7.6,210.7,253.4,262.0,51.0,2.2,34.0,8.8,849.1,17.0,10.1,777.0,45.0
20,gujarat region,1966,0.2,0.0,0.0,0.0,0.5,123.1,316.4,71.2,183.9,0.8,0.3,0.1,696.7,0.2,0.6,694.6,1.2
21,saurashtra & kutch,1966,0.2,0.0,0.0,0.0,0.2,74.7,167.3,6.8,76.5,0.7,0.1,0.0,326.5,0.2,0.2,325.4,0.8
22,konkan & goa,1966,0.0,0.0,0.0,0.2,64.7,370.0,1168.8,224.1,443.5,43.9,111.3,1.1,2427.5,0.0,64.8,2206.4,156.3
23,madhya maharashtra,1966,1.9,0.5,1.4,2.1,81.5,83.8,315.0,94.0,149.0,14.5,82.6,11.2,837.3,2.4,85.0,641.7,108.3
24,matathwada,1966,18.9,0.0,10.4,10.5,45.8,63.1,228.6,85.9,191.6,13.0,65.9,13.5,747.1,18.9,66.7,569.2,92.3
25,vidarbha,1966,16.1,1.1,10.5,7.9,30.7,84.8,387.5,206.5,191.4,4.6,34.9,26.8,1002.9,17.2,49.1,870.1,66.4
26,chhattisgarh,1966,20.9,0.0,2.2,16.3,19.0,267.8,294.0,253.4,154.6,25.1,12.8,20.9,1087.1,20.9,37.6,969.8,58.8
27,coastal andhra pradesh,1966,40.1,1.2,5.0,8.6,22.8,107.1,243.3,163.9,128.7,66.5,146.6,20.9,954.7,41.3,36.3,643.1,234.0
28,telangana,1966,19.8,0.0,2.6,7.9,2.7,67.2,294.0,216.3,254.4,39.5,34.9,31.7,970.9,19.8,13.2,831.9,106.1
29,rayalseema,1966,6.1,0.2,0.0,9.7,45.2,94.5,96.7,129.1,143.9,94.2,247.9,36.6,904.1,6.3,54.9,464.2,378.7
30,tamil nadu,1966,16.0,1.6,11.9,33.4,51.8,51.6,76.4,143.4,166.1,290.6,224.3,99.8,1166.9,17.6,97.1,437.5,614.7
31,coastal karnataka,1966,3.7,0.0,0.8,11.8,196.0,577.9,1122.4,278.3,299.6,191.9,231.5,62.8,2976.6,3.7,208.6,2278.2,486.2
32,north interior karnataka,1966,13.4,0.3,5.5,10.6,82.9,68.9,145.5,80.7,160.6,54.8,92.0,8.4,723.6,13.7,98.9,455.8,155.2
33,south interior karnataka,1966,4.2,0.9,2.5,24.7,90.9,82.3,256.1,91.0,188.5,132.8,123.2,13.8,1010.9,5.2,118.1,617.8,269.8
34,kerala,1966,3.0,6.9,67.7,167.4,95.2,496.2,601.9,202.1,293.2,392.3,245.4,50.5,2621.7,9.9,330.3,1593.3,688.2
35,lakshadweep,1966,21.3,0.2,6.2,4.4,34.9,376.7,421.9,158.9,225.4,266.1,158.0,67.5,1741.5,21.5,45.5,1182.9,491.6
