,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1947,25.1,111.1,63.2,127.7,206.3,965.6,490.0,293.7,,376.0,67.5,168.6,,136.2,397.2,,612.1
1,arunachal pradesh,1947,37.8,68.5,158.6,460.2,494.4,650.2,1245.0,417.9,503.8,297.3,9.5,25.9,4369.1,106.3,1113.2,2816.9,332.6
2,assam & meghalaya,1947,3.9,9.0,83.9,243.4,380.2,486.4,570.8,285.0,362.3,202.2,3.0,13.1,2643.3,12.9,707.6,1704.6,218.3
3,naga mani mizo tripura,1947,3.0,4.3,44.3,176.0,374.4,723.9,640.5,491.1,415.6,306.0,1.7,29.7,3210.2,7.3,594.6,2271.1,337.3
4,sub himalayan west bengal & sikkim,1947,1.6,0.8,93.4,76.0,171.1,377.7,688.1,439.2,542.0,141.9,1.9,0.5,2534.1,2.4,340.5,2046.9,144.3
5,gangetic west bengal,1947,3.4,13.1,43.3,18.4,104.0,172.7,348.9,292.0,237.4,95.9,0.5,33.5,1363.0,16.5,165.7,1050.9,129.9
6,orissa,1947,21.8,19.3,14.7,17.3,38.5,210.9,341.5,374.9,173.3,127.1,10.3,61.3,1410.9,41.1,70.4,1100.7,198.6
7,jharkhand,1947,12.1,24.1,45.9,2.8,35.7,143.8,291.1,302.8,253.5,106.2,2.3,14.3,1234.5,36.2,84.3,991.2,122.8
8,bihar,1947,5.6,5.6,10.2,7.5,57.7,89.4,394.4,244.6,215.3,61.5,0.1,0.3,1092.1,11.2,75.4,943.7,61.9
9,east uttar pradesh,1947,17.3,7.3,11.3,0.7,14.5,88.0,419.4,229.5,189.0,27.7,0.0,1.6,1006.3,24.6,26.5,925.9,29.3
10,west uttar pradesh,1947,18.1,12.2,11.0,0.2,2.9,47.4,237.3,197.8,263.6,11.1,0.0,7.4,809.2,30.4,14.1,746.1,18.5
11,uttarakhand,1947,46.8,52.2,47.7,1.6,49.0,126.8,383.4,274.2,350.5,16.6,0.4,10.8,1359.8,98.9,98.3,1134.8,27.8
12,haryana delhi & chandigarh,1947,17.2,15.8,7.2,0.6,3.0,13.7,22.9,80.6,292.9,4.5,0.0,6.2,464.5,33.0,10.8,410.0,10.7
13,punjab,1947,23.2,14.5,9.4,0.0,5.4,3.5,57.4,177.4,270.8,3.0,0.0,36.3,600.9,37.7,14.8,509.1,39.3
14,himachal pradesh,1947,78.0,38.2,82.8,4.5,32.2,50.3,260.1,257.3,438.1,14.6,0.0,57.3,1313.2,116.2,119.4,1005.7,71.9
15,jammu & kashmir,1947,64.7,81.9,68.3,5.7,61.3,39.2,130.0,182.0,177.9,14.6,8.9,79.4,914.0,146.6,135.3,529.2,102.9
16,west rajasthan,1947,2.5,1.5,0.2,0.0,0.7,0.6,18.3,140.5,82.4,5.7,0.0,0.8,253.2,4.0,0.9,241.7,6.5
17,east rajasthan,1947,6.6,2.5,0.6,0.5,0.8,14.2,118.3,284.1,272.0,10.3,0.1,4.9,714.8,9.1,1.9,688.5,15.2
18,west madhya pradesh,1947,18.3,3.9,2.3,3.8,1.9,48.1,319.5,350.5,282.2,14.0,3.5,16.7,1064.7,22.3,7.9,1000.2,34.2
19,east madhya pradesh,1947,50.5,26.5,19.6,1.7,2.4,91.4,487.9,438.7,269.5,29.3,0.3,1.8,1419.5,77.0,23.6,1287.5,31.4
20,gujarat region,1947,0.4,0.0,0.0,40.4,0.0,5.4,216.7,257.1,252.7,8.3,2.3,0.0,783.4,0.4,40.4,731.9,10.7
21,saurashtra & kutch,1947,0.0,0.0,0.0,64.4,0.0,1.2,79.1,260.4,151.6,2.1,0.0,0.0,558.8,0.0,64.4,492.2,2.1
22,konkan & goa,1947,4.9,0.0,5.8,67.3,7.5,398.3,1133.9,919.2,497.5,50.8,2.0,2.9,3090.1,4.9,80.6,2948.8,55.8
23,madhya maharashtra,1947,18.7,1.4,4.4,31.0,19.6,63.0,230.6,272.8,216.2,23.0,10.3,14.6,905.7,20.0,55.0,782.7,48.0
24,matathwada,1947,28.0,22.0,7.7,11.5,2.0,65.7,164.5,276.0,253.3,13.6,2.1,8.6,854.8,49.9,21.2,759.4,24.2
