,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
0,andaman & nicobar islands,1962,152.4,14.9,17.3,46.4,310.4,367.7,409.1,420.6,474.5,259.8,101.7,384.9,2959.7,167.3,374.1,1671.9,746.4
1,arunachal pradesh,1962,37.2,87.1,45.1,250.3,601.9,1088.8,758.1,1405.9,222.4,255.6,,,,124.3,897.3,3475.2,
2,assam & meghalaya,1962,24.9,27.6,17.3,134.7,369.0,601.4,338.8,509.8,137.4,118.2,11.1,5.8,2295.9,52.5,521.1,1587.3,135.0
3,naga mani mizo tripura,1962,11.2,26.6,5.4,139.8,156.6,554.6,298.8,356.6,142.5,130.4,0.0,0.0,1822.5,37.8,301.9,1352.4,130.4
4,sub himalayan west bengal & sikkim,1962,33.0,21.7,14.4,57.2,318.7,537.1,516.6,663.2,279.5,77.4,0.4,2.6,2521.7,54.7,390.3,1996.4,80.3
5,gangetic west bengal,1962,8.8,13.1,6.0,54.5,80.3,185.6,241.1,209.3,233.6,141.0,0.0,0.1,1173.6,21.9,140.9,869.7,141.1
6,orissa,1962,8.3,5.1,19.8,35.9,34.1,192.7,379.0,263.2,237.3,164.0,2.5,4.7,1346.5,13.4,89.8,1072.2,171.2
7,jharkhand,1962,8.2,15.0,4.3,31.1,26.5,167.4,251.5,265.5,213.5,55.8,0.0,8.9,1047.7,23.2,61.9,897.9,64.8
8,bihar,1962,13.0,7.8,9.5,20.8,38.8,156.4,244.3,395.4,216.3,72.5,0.0,3.2,1178.1,20.8,69.1,1012.4,75.7
9,east uttar pradesh,1962,28.6,17.0,9.2,4.8,3.2,81.7,226.3,428.1,265.4,2.3,0.0,5.4,1072.0,45.6,17.2,1001.4,7.7
10,west uttar pradesh,1962,34.0,18.6,15.1,0.8,2.2,45.9,221.2,238.0,214.6,0.1,1.6,6.1,798.2,52.6,18.1,719.7,7.8
11,uttarakhand,1962,79.5,86.3,68.7,27.3,21.5,150.9,402.2,398.2,341.5,8.6,29.0,33.9,1647.4,165.8,117.4,1292.8,71.5
12,haryana delhi & chandigarh,1962,21.1,10.4,7.7,1.3,1.5,14.0,144.7,111.5,189.4,0.0,2.9,6.5,511.0,31.5,10.5,459.6,9.4
13,punjab,1962,39.6,14.2,43.2,4.2,4.7,26.0,167.5,126.8,321.2,0.5,14.8,6.7,769.3,53.8,52.1,641.5,22.0
14,himachal pradesh,1962,45.0,102.9,82.9,102.6,55.4,86.5,242.7,255.8,303.7,5.8,66.5,43.8,1393.5,147.9,240.9,888.6,116.1
15,jammu & kashmir,1962,20.5,97.0,51.0,117.5,34.0,41.1,132.7,137.1,171.3,11.9,52.7,63.5,930.3,117.4,202.5,482.3,128.1
16,west rajasthan,1962,0.8,0.2,7.8,2.3,2.1,3.3,126.5,62.1,55.0,0.0,0.2,2.1,262.5,1.0,12.3,247.0,2.3
17,east rajasthan,1962,1.1,1.5,3.6,2.1,2.9,5.1,262.4,176.0,139.9,0.0,1.7,7.8,604.1,2.6,8.6,583.4,9.5
18,west madhya pradesh,1962,6.7,4.9,7.8,8.4,4.1,16.4,308.7,207.0,313.3,0.1,8.2,20.3,905.9,11.6,20.3,845.5,28.6
19,east madhya pradesh,1962,12.8,23.1,21.5,9.5,9.5,55.5,327.2,325.7,229.5,1.4,1.7,51.0,1068.4,36.0,40.4,937.9,54.1
20,gujarat region,1962,0.0,0.0,1.4,1.3,2.3,49.3,298.8,181.0,227.1,0.0,8.9,2.9,773.0,0.0,5.0,756.2,11.8
21,saurashtra & kutch,1962,0.0,0.0,0.7,0.7,2.8,24.0,136.9,103.2,90.3,0.3,12.7,0.2,371.8,0.0,4.1,354.4,13.2
22,konkan & goa,1962,0.2,0.0,0.1,0.7,129.5,435.5,1355.1,880.4,525.9,48.8,12.8,96.2,3485.1,0.2,130.3,3196.8,157.9
23,madhya maharashtra,1962,0.2,0.1,6.7,12.9,57.2,46.8,287.5,164.0,199.9,51.9,23.0,48.8,899.0,0.3,76.8,698.3,123.6
24,matathwada,1962,0.6,2.8,2.7,37.8,43.4,67.3,164.7,192.2,304.7,41.4,33.5,54.6,945.7,3.4,84.0,728.9,129.4
25,vidarbha,1962,5.6,4.6,18.4,33.1,21.7,67.1,364.3,267.3,267.2,8.3,30.5,64.5,1152.6,10.2,73.1,966.0,103.3
26,chhattisgarh,1962,3.8,15.8,10.4,23.8,28.0,130.5,371.6,276.1,210.0,26.3,2.0,26.4,1124.7,19.6,62.3,988.1,54.7
27,coastal andhra pradesh,1962,3.7,8.7,0.9,34.6,69.6,121.1,231.3,179.1,288.1,357.6,35.8,15.0,1345.5,12.3,105.1,819.6,408.5
28,telangana,1962,0.2,25.1,2.1,47.0,20.3,84.5,270.5,264.1,289.6,62.5,38.6,34.2,1138.7,25.3,69.4,908.7,135.4
29,rayalseema,1962,1.9,4.0,5.4,44.8,77.5,54.2,40.4,117.1,140.7,231.4,34.4,64.4,816.3,5.9,127.7,352.5,330.3
30,tamil nadu,1962,10.0,23.6,13.6,48.4,114.1,44.0,56.7,130.5,114.8,275.7,63.1,47.1,941.6,33.6,176.2,345.9,385.9
31,coastal karnataka,1962,0.2,3.4,0.1,31.6,359.4,405.4,1307.9,1080.9,413.5,313.4,18.5,83.3,4017.7,3.6,391.1,3207.7,415.3
32,north interior karnataka,1962,0.0,5.0,2.9,58.8,52.5,82.1,140.1,144.7,165.7,99.3,25.4,62.4,839.1,5.0,114.3,532.6,187.2
33,south interior karnataka,1962,1.4,6.9,5.5,81.3,118.5,66.1,310.4,268.5,149.1,203.7,29.6,65.9,1307.2,8.3,205.4,794.2,299.3
34,kerala,1962,28.4,54.7,39.6,95.1,472.4,244.9,951.1,510.7,394.9,475.6,31.5,76.9,3375.8,83.1,607.1,2101.6,584.0
35,lakshadweep,1962,11.1,0.0,0.0,81.5,331.2,149.3,204.5,286.7,201.8,210.9,33.5,76.1,1586.6,11.1,412.7,842.3,320.5
